observed_at,target,dew_point_c
2025-03-02T20:15:00Z,12.879,10.392
2025-03-02T20:30:00Z,12.501,10.136
2025-03-02T20:45:00Z,12.584,9.641
2025-03-02T21:00:00Z,12.121,
2025-03-02T21:15:00Z,12.061,9.583
2025-03-02T21:30:00Z,12.109,9.317
2025-03-02T21:45:00Z,11.423,8.329
2025-03-02T22:00:00Z,11.394,8.090
2025-03-02T22:15:00Z,11.196,8.268
2025-03-02T22:30:00Z,11.048,7.734
2025-03-02T22:45:00Z,10.440,7.376
2025-03-02T23:00:00Z,10.389,7.129
2025-03-02T23:15:00Z,9.871,7.002
2025-03-02T23:30:00Z,9.846,6.745
2025-03-02T23:45:00Z,9.828,
2025-03-03T00:00:00Z,9.542,5.741
2025-03-03T00:15:00Z,9.114,5.231
2025-03-03T00:30:00Z,8.930,5.204
2025-03-03T00:45:00Z,8.510,5.201
2025-03-03T01:00:00Z,8.394,4.557
2025-03-03T01:15:00Z,7.951,4.252
2025-03-03T01:30:00Z,7.941,3.970
2025-03-03T01:45:00Z,8.078,4.150
2025-03-03T02:00:00Z,7.671,3.636
2025-03-03T02:15:00Z,7.746,3.454
2025-03-03T02:30:00Z,7.410,
2025-03-03T02:45:00Z,7.616,3.470
2025-03-03T03:00:00Z,7.571,3.460
2025-03-03T03:15:00Z,7.059,2.660
2025-03-03T03:30:00Z,7.192,3.031
2025-03-03T03:45:00Z,7.561,3.037
2025-03-03T04:00:00Z,7.241,3.236
2025-03-03T04:15:00Z,7.284,3.394
2025-03-03T04:30:00Z,7.267,3.211
2025-03-03T04:45:00Z,7.308,3.335
2025-03-03T05:00:00Z,7.290,2.866
2025-03-03T05:15:00Z,7.144,
2025-03-03T05:30:00Z,7.520,3.727
2025-03-03T05:45:00Z,7.743,3.522
2025-03-03T06:00:00Z,7.572,3.936
2025-03-03T06:15:00Z,8.010,4.009
2025-03-03T06:30:00Z,8.245,4.713
2025-03-03T06:45:00Z,8.942,4.910
2025-03-03T07:00:00Z,8.553,5.030
2025-03-03T07:15:00Z,8.743,5.023
2025-03-03T07:30:00Z,9.235,5.275
2025-03-03T07:45:00Z,9.416,5.917
2025-03-03T08:00:00Z,9.784,
2025-03-03T08:15:00Z,10.376,6.569
2025-03-03T08:30:00Z,10.455,6.921
2025-03-03T08:45:00Z,11.005,7.579
2025-03-03T09:00:00Z,10.688,7.238
2025-03-03T09:15:00Z,11.414,8.247
2025-03-03T09:30:00Z,10.909,7.654
2025-03-03T09:45:00Z,11.815,8.955
2025-03-03T10:00:00Z,11.611,8.984
2025-03-03T10:15:00Z,11.769,8.668
2025-03-03T10:30:00Z,12.066,9.326
2025-03-03T10:45:00Z,12.161,
2025-03-03T11:00:00Z,12.754,9.919
2025-03-03T11:15:00Z,12.738,10.528
2025-03-03T11:30:00Z,12.640,10.189
2025-03-03T11:45:00Z,13.350,10.997
2025-03-03T12:00:00Z,13.208,11.033
2025-03-03T12:15:00Z,13.263,10.880
2025-03-03T12:30:00Z,13.444,10.915
2025-03-03T12:45:00Z,13.633,11.410
