observed_at,target,dew_point_c
2025-03-01T14:15:00Z,6.490,2.186
2025-03-01T14:30:00Z,5.902,1.434
2025-03-01T14:45:00Z,5.510,0.877
2025-03-01T15:00:00Z,5.469,0.669
2025-03-01T15:15:00Z,4.904,-0.063
2025-03-01T15:30:00Z,4.429,-0.704
2025-03-01T15:45:00Z,4.320,-0.977
2025-03-01T16:00:00Z,3.958,-1.501
2025-03-01T16:15:00Z,4.535,-1.083
2025-03-01T16:30:00Z,4.240,-1.534
2025-03-01T16:45:00Z,4.333,-1.593
2025-03-01T17:00:00Z,3.540,-2.533
2025-03-01T17:15:00Z,3.791,-2.423
2025-03-01T17:30:00Z,3.365,-2.984
2025-03-01T17:45:00Z,3.412,-3.066
2025-03-01T18:00:00Z,3.958,-2.642
2025-03-01T18:15:00Z,4.228,-2.486
2025-03-01T18:30:00Z,4.537,-2.282
2025-03-01T18:45:00Z,4.548,-2.369
2025-03-01T19:00:00Z,4.803,-2.202
2025-03-01T19:15:00Z,4.640,-2.443
2025-03-01T19:30:00Z,4.938,-2.214
2025-03-01T19:45:00Z,4.752,-2.459
2025-03-01T20:00:00Z,4.973,-2.286
2025-03-01T20:15:00Z,5.694,-1.602
2025-03-01T20:30:00Z,5.741,-1.583
2025-03-01T20:45:00Z,6.610,-0.730
2025-03-01T21:00:00Z,6.538,-0.807
2025-03-01T21:15:00Z,6.867,-0.473
2025-03-01T21:30:00Z,7.161,-0.163
2025-03-01T21:45:00Z,8.412,1.115
2025-03-01T22:00:00Z,7.979,0.720
2025-03-01T22:15:00Z,8.402,1.192
2025-03-01T22:30:00Z,9.135,1.983
2025-03-01T22:45:00Z,9.371,2.288
2025-03-01T23:00:00Z,10.054,3.049
2025-03-01T23:15:00Z,10.959,4.043
2025-03-01T23:30:00Z,11.206,4.386
2025-03-01T23:45:00Z,11.265,4.551
2025-03-02T00:00:00Z,12.182,5.582
2025-03-02T00:15:00Z,12.679,6.201
2025-03-02T00:30:00Z,12.923,6.573
2025-03-02T00:45:00Z,13.348,7.134
2025-03-02T01:00:00Z,14.169,8.096
2025-03-02T01:15:00Z,14.842,8.916
2025-03-02T01:30:00Z,15.131,9.357
2025-03-02T01:45:00Z,15.387,9.769
2025-03-02T02:00:00Z,15.518,10.059
2025-03-02T02:15:00Z,16.378,11.081
2025-03-02T02:30:00Z,16.374,11.242
2025-03-02T02:45:00Z,16.262,11.296
2025-03-02T03:00:00Z,17.394,12.594
2025-03-02T03:15:00Z,17.071,12.437
2025-03-02T03:30:00Z,17.400,12.933
2025-03-02T03:45:00Z,17.380,13.077
2025-03-02T04:00:00Z,18.176,14.035
2025-03-02T04:15:00Z,17.978,13.996
2025-03-02T04:30:00Z,17.937,14.111
2025-03-02T04:45:00Z,18.435,14.761
2025-03-02T05:00:00Z,18.219,14.692
2025-03-02T05:15:00Z,18.224,14.839
2025-03-02T05:30:00Z,18.550,
2025-03-02T05:45:00Z,18.487,15.365
2025-03-02T06:00:00Z,17.858,14.858
2025-03-02T06:15:00Z,18.153,15.267
2025-03-02T06:30:00Z,17.859,15.078
2025-03-02T06:45:00Z,17.591,14.908
2025-03-02T07:00:00Z,18.211,15.616
2025-03-02T07:15:00Z,17.934,15.417
2025-03-02T07:30:00Z,17.396,14.947
2025-03-02T07:45:00Z,17.502,15.112
2025-03-02T08:00:00Z,17.022,14.681
2025-03-02T08:15:00Z,16.420,14.117
2025-03-02T08:30:00Z,16.035,13.759
2025-03-02T08:45:00Z,15.488,13.228
2025-03-02T09:00:00Z,15.423,13.169
2025-03-02T09:15:00Z,14.914,12.654
2025-03-02T09:30:00Z,14.400,12.124
2025-03-02T09:45:00Z,14.239,11.936
2025-03-02T10:00:00Z,14.059,11.717
2025-03-02T10:15:00Z,13.168,10.779
2025-03-02T10:30:00Z,12.552,10.103
2025-03-02T10:45:00Z,12.181,9.664
2025-03-02T11:00:00Z,11.550,8.955
2025-03-02T11:15:00Z,11.908,9.224
2025-03-02T11:30:00Z,11.164,8.383
2025-03-02T11:45:00Z,10.718,7.831
2025-03-02T12:00:00Z,10.485,7.485
2025-03-02T12:15:00Z,9.561,6.440
2025-03-02T12:30:00Z,9.076,5.825
2025-03-02T12:45:00Z,9.171,5.786
2025-03-02T13:00:00Z,8.117,4.589
2025-03-02T13:15:00Z,7.600,3.925
2025-03-02T13:30:00Z,7.434,3.608
2025-03-02T13:45:00Z,7.368,3.386
2025-03-02T14:00:00Z,6.937,2.796
2025-03-02T14:15:00Z,6.743,2.440
2025-03-02T14:30:00Z,6.405,1.937
2025-03-02T14:45:00Z,5.794,1.161
2025-03-02T15:00:00Z,5.356,0.556
2025-03-02T15:15:00Z,4.883,-0.084
2025-03-02T15:30:00Z,4.475,-0.657
2025-03-02T15:45:00Z,4.514,-0.782
2025-03-02T16:00:00Z,4.247,-1.211
2025-03-02T16:15:00Z,3.836,-1.783
2025-03-02T16:30:00Z,4.466,-1.308
2025-03-02T16:45:00Z,3.506,-2.420
2025-03-02T17:00:00Z,4.108,-1.965
2025-03-02T17:15:00Z,3.462,-2.752
2025-03-02T17:30:00Z,4.048,-2.302
2025-03-02T17:45:00Z,4.185,-2.293
2025-03-02T18:00:00Z,4.374,-2.226
2025-03-02T18:15:00Z,3.689,-3.025
2025-03-02T18:30:00Z,4.376,-2.443
2025-03-02T18:45:00Z,3.815,-3.101
2025-03-02T19:00:00Z,4.657,
2025-03-02T19:15:00Z,4.231,-2.852
2025-03-02T19:30:00Z,4.582,-2.569
2025-03-02T19:45:00Z,5.088,-2.122
2025-03-02T20:00:00Z,5.611,-1.648
2025-03-02T20:15:00Z,5.568,-1.729
2025-03-02T20:30:00Z,6.239,-1.085
2025-03-02T20:45:00Z,6.058,-1.283
2025-03-02T21:00:00Z,6.709,-0.637
2025-03-02T21:15:00Z,7.150,-0.190
2025-03-02T21:30:00Z,7.307,-0.017
2025-03-02T21:45:00Z,8.336,1.039
2025-03-02T22:00:00Z,8.544,
2025-03-02T22:15:00Z,9.240,2.030
2025-03-02T22:30:00Z,9.667,2.515
2025-03-02T22:45:00Z,9.605,2.521
2025-03-02T23:00:00Z,10.328,3.323
2025-03-02T23:15:00Z,10.249,3.332
2025-03-02T23:30:00Z,11.103,4.283
2025-03-02T23:45:00Z,11.436,4.722
2025-03-03T00:00:00Z,11.879,5.279
2025-03-03T00:15:00Z,12.655,6.176
2025-03-03T00:30:00Z,12.966,6.617
2025-03-03T00:45:00Z,13.000,6.786
2025-03-03T01:00:00Z,14.364,8.291
2025-03-03T01:15:00Z,14.723,8.797
2025-03-03T01:30:00Z,14.675,8.901
2025-03-03T01:45:00Z,15.115,9.496
2025-03-03T02:00:00Z,15.700,10.241
2025-03-03T02:15:00Z,15.834,10.538
2025-03-03T02:30:00Z,16.049,10.917
2025-03-03T02:45:00Z,16.558,11.592
2025-03-03T03:00:00Z,16.400,11.600
2025-03-03T03:15:00Z,16.731,12.098
2025-03-03T03:30:00Z,17.149,12.681
2025-03-03T03:45:00Z,17.934,13.630
2025-03-03T04:00:00Z,18.191,14.050
2025-03-03T04:15:00Z,18.158,14.176
2025-03-03T04:30:00Z,17.856,14.030
2025-03-03T04:45:00Z,18.686,15.012
2025-03-03T05:00:00Z,18.237,14.710
2025-03-03T05:15:00Z,18.285,14.900
2025-03-03T05:30:00Z,18.474,15.224
2025-03-03T05:45:00Z,18.379,15.258
2025-03-03T06:00:00Z,18.566,15.566
2025-03-03T06:15:00Z,18.161,15.275
2025-03-03T06:30:00Z,17.853,
2025-03-03T06:45:00Z,18.198,15.515
2025-03-03T07:00:00Z,18.154,15.558
2025-03-03T07:15:00Z,17.340,14.823
2025-03-03T07:30:00Z,16.947,14.498
2025-03-03T07:45:00Z,17.311,14.921
2025-03-03T08:00:00Z,17.071,14.729
2025-03-03T08:15:00Z,16.702,14.399
2025-03-03T08:30:00Z,16.473,14.197
2025-03-03T08:45:00Z,15.798,13.538
2025-03-03T09:00:00Z,15.283,13.029
2025-03-03T09:15:00Z,14.729,12.469
2025-03-03T09:30:00Z,14.687,12.411
2025-03-03T09:45:00Z,14.361,12.058
2025-03-03T10:00:00Z,13.720,11.379
2025-03-03T10:15:00Z,13.129,10.740
2025-03-03T10:30:00Z,12.646,10.198
2025-03-03T10:45:00Z,12.189,9.672
2025-03-03T11:00:00Z,12.213,9.618
2025-03-03T11:15:00Z,11.723,9.040
2025-03-03T11:30:00Z,11.052,8.271
2025-03-03T11:45:00Z,10.211,7.325
2025-03-03T12:00:00Z,10.047,7.047
2025-03-03T12:15:00Z,9.285,6.164
2025-03-03T12:30:00Z,9.256,6.005
2025-03-03T12:45:00Z,8.659,5.273
2025-03-03T13:00:00Z,7.926,4.398
2025-03-03T13:15:00Z,7.580,3.906
2025-03-03T13:30:00Z,7.569,3.743
2025-03-03T13:45:00Z,6.648,2.666
2025-03-03T14:00:00Z,6.772,2.630
2025-03-03T14:15:00Z,6.088,1.785
2025-03-03T14:30:00Z,5.916,1.448
2025-03-03T14:45:00Z,5.850,1.216
2025-03-03T15:00:00Z,5.276,0.476
2025-03-03T15:15:00Z,5.258,0.292
2025-03-03T15:30:00Z,5.083,-0.049
2025-03-03T15:45:00Z,5.047,
2025-03-03T16:00:00Z,4.195,-1.264
2025-03-03T16:15:00Z,4.383,-1.235
2025-03-03T16:30:00Z,4.314,-1.460
2025-03-03T16:45:00Z,3.525,-2.401
2025-03-03T17:00:00Z,3.931,-2.142
2025-03-03T17:15:00Z,3.392,-2.822
2025-03-03T17:30:00Z,4.282,-2.068
2025-03-03T17:45:00Z,3.469,-3.009
2025-03-03T18:00:00Z,4.397,-2.203
2025-03-03T18:15:00Z,4.074,-2.640
2025-03-03T18:30:00Z,3.973,-2.846
2025-03-03T18:45:00Z,3.917,-3.000
2025-03-03T19:00:00Z,4.839,-2.165
2025-03-03T19:15:00Z,4.411,-2.672
2025-03-03T19:30:00Z,4.611,-2.541
2025-03-03T19:45:00Z,4.958,-2.252
2025-03-03T20:00:00Z,5.234,-2.024
2025-03-03T20:15:00Z,5.515,-1.781
2025-03-03T20:30:00Z,6.103,-1.220
2025-03-03T20:45:00Z,6.307,-1.033
2025-03-03T21:00:00Z,6.525,-0.820
2025-03-03T21:15:00Z,7.201,-0.139
2025-03-03T21:30:00Z,7.739,0.416
2025-03-03T21:45:00Z,8.054,0.758
2025-03-03T22:00:00Z,7.867,0.608
2025-03-03T22:15:00Z,9.181,
2025-03-03T22:30:00Z,9.659,2.507
2025-03-03T22:45:00Z,9.475,2.392
2025-03-03T23:00:00Z,10.555,3.551
2025-03-03T23:15:00Z,10.791,3.874
2025-03-03T23:30:00Z,11.110,4.290
2025-03-03T23:45:00Z,11.914,5.200
2025-03-04T00:00:00Z,12.306,5.706
2025-03-04T00:15:00Z,12.934,6.455
2025-03-04T00:30:00Z,13.318,6.968
2025-03-04T00:45:00Z,13.048,6.834
2025-03-04T01:00:00Z,14.048,7.975
2025-03-04T01:15:00Z,14.001,8.075
2025-03-04T01:30:00Z,14.772,8.998
2025-03-04T01:45:00Z,15.030,9.412
2025-03-04T02:00:00Z,15.491,10.033
2025-03-04T02:15:00Z,16.314,11.018
2025-03-04T02:30:00Z,16.249,11.117
2025-03-04T02:45:00Z,16.271,11.305
2025-03-04T03:00:00Z,16.904,12.104
