observed_at,ambient_c,wind_kph,target,dew_point_c
2025-03-02T01:45:00Z,15.981,9.587,15.498,9.880
2025-03-02T02:00:00Z,16.500,9.464,15.843,10.384
2025-03-02T02:15:00Z,17.000,9.326,15.846,10.549
2025-03-02T02:30:00Z,17.479,9.173,16.094,10.961
2025-03-02T02:45:00Z,17.934,9.007,16.422,11.456
2025-03-02T03:00:00Z,18.364,8.828,16.586,11.786
2025-03-02T03:15:00Z,18.767,8.637,17.063,12.429
2025-03-02T03:30:00Z,19.140,8.435,17.622,13.154
2025-03-02T03:45:00Z,19.483,8.222,17.674,13.371
2025-03-02T04:00:00Z,19.794,8.000,17.768,13.626
2025-03-02T04:15:00Z,20.072,7.769,18.480,14.498
2025-03-02T04:30:00Z,20.315,7.531,18.598,14.772
2025-03-02T04:45:00Z,20.522,7.286,17.949,14.275
2025-03-02T05:00:00Z,20.693,7.035,18.416,14.888
2025-03-02T05:15:00Z,20.827,6.780,18.689,15.303
2025-03-02T05:30:00Z,20.923,6.522,18.105,14.855
2025-03-02T05:45:00Z,20.981,6.262,18.303,15.182
2025-03-02T06:00:00Z,21.000,6.000,18.418,15.418
2025-03-02T06:15:00Z,20.981,5.738,18.376,15.490
2025-03-02T06:30:00Z,20.923,5.478,18.285,15.504
2025-03-02T06:45:00Z,20.827,5.220,18.095,15.412
2025-03-02T07:00:00Z,20.693,4.965,17.862,15.266
2025-03-02T07:15:00Z,20.522,4.714,17.417,14.901
2025-03-02T07:30:00Z,20.315,4.469,17.369,14.921
2025-03-02T07:45:00Z,20.072,4.231,17.205,14.816
2025-03-02T08:00:00Z,19.794,4.000,17.035,14.694
2025-03-02T08:15:00Z,19.483,3.778,16.282,13.979
2025-03-02T08:30:00Z,19.140,3.565,15.809,13.532
2025-03-02T08:45:00Z,18.767,3.363,15.777,13.517
2025-03-02T09:00:00Z,18.364,3.172,15.343,13.089
2025-03-02T09:15:00Z,17.934,2.993,15.020,
2025-03-02T09:30:00Z,17.479,2.827,14.637,12.360
2025-03-02T09:45:00Z,17.000,2.674,13.933,11.630
2025-03-02T10:00:00Z,16.500,2.536,13.692,11.351
2025-03-02T10:15:00Z,15.981,2.413,12.926,10.536
2025-03-02T10:30:00Z,15.444,2.304,12.900,10.452
2025-03-02T10:45:00Z,14.893,2.212,12.663,10.146
2025-03-02T11:00:00Z,14.329,2.136,12.485,9.890
2025-03-02T11:15:00Z,13.756,2.077,11.628,8.945
2025-03-02T11:30:00Z,13.175,2.034,10.857,8.076
2025-03-02T11:45:00Z,12.589,2.009,10.946,8.060
2025-03-02T12:00:00Z,12.000,2.000,9.685,6.685
2025-03-02T12:15:00Z,11.411,2.009,10.004,6.882
2025-03-02T12:30:00Z,10.825,2.034,9.417,6.167
2025-03-02T12:45:00Z,10.244,2.077,8.468,5.082
2025-03-02T13:00:00Z,9.671,2.136,8.609,5.081
2025-03-02T13:15:00Z,9.107,2.212,8.130,4.456
2025-03-02T13:30:00Z,8.556,2.304,7.712,3.887
2025-03-02T13:45:00Z,8.019,2.413,6.629,2.648
2025-03-02T14:00:00Z,7.500,2.536,6.868,2.727
2025-03-02T14:15:00Z,7.000,2.674,6.649,
2025-03-02T14:30:00Z,6.521,2.827,5.442,
2025-03-02T14:45:00Z,6.066,2.993,5.343,0.710
2025-03-02T15:00:00Z,5.636,3.172,5.697,0.897
2025-03-02T15:15:00Z,5.233,3.363,4.910,-0.056
2025-03-02T15:30:00Z,4.860,3.565,4.364,-0.768
2025-03-02T15:45:00Z,4.517,3.778,4.981,
2025-03-02T16:00:00Z,4.206,4.000,4.769,-0.690
2025-03-02T16:15:00Z,3.928,4.231,4.104,-1.514
2025-03-02T16:30:00Z,3.685,4.469,4.054,-1.721
2025-03-02T16:45:00Z,3.478,4.714,3.935,-1.991
2025-03-02T17:00:00Z,3.307,4.965,3.841,-2.232
2025-03-02T17:15:00Z,3.173,5.220,3.974,-2.240
2025-03-02T17:30:00Z,3.077,5.478,3.504,-2.846
2025-03-02T17:45:00Z,3.019,5.738,4.114,-2.365
2025-03-02T18:00:00Z,3.000,6.000,3.794,-2.806
2025-03-02T18:15:00Z,3.019,6.262,4.160,-2.553
2025-03-02T18:30:00Z,3.077,6.522,4.178,-2.641
2025-03-02T18:45:00Z,3.173,6.780,4.025,-2.891
2025-03-02T19:00:00Z,3.307,7.035,4.129,-2.876
2025-03-02T19:15:00Z,3.478,7.286,4.534,-2.549
2025-03-02T19:30:00Z,3.685,7.531,4.714,-2.438
2025-03-02T19:45:00Z,3.928,7.769,5.092,-2.118
2025-03-02T20:00:00Z,4.206,8.000,5.556,-1.703
2025-03-02T20:15:00Z,4.517,8.222,5.992,-1.305
2025-03-02T20:30:00Z,4.860,8.435,5.575,-1.749
2025-03-02T20:45:00Z,5.233,8.637,6.671,-0.669
2025-03-02T21:00:00Z,5.636,8.828,6.340,-1.006
2025-03-02T21:15:00Z,6.066,9.007,7.586,0.245
2025-03-02T21:30:00Z,6.521,9.173,7.262,-0.062
2025-03-02T21:45:00Z,7.000,9.326,7.485,
2025-03-02T22:00:00Z,7.500,9.464,7.902,0.643
2025-03-02T22:15:00Z,8.019,9.587,8.881,1.671
2025-03-02T22:30:00Z,8.556,9.696,9.477,2.325
2025-03-02T22:45:00Z,9.107,9.788,9.336,2.253
2025-03-02T23:00:00Z,9.671,9.864,10.641,3.636
2025-03-02T23:15:00Z,10.244,9.923,11.050,4.134
2025-03-02T23:30:00Z,10.825,9.966,10.653,3.833
2025-03-02T23:45:00Z,11.411,9.991,11.787,5.073
2025-03-03T00:00:00Z,12.000,10.000,12.185,5.585
2025-03-03T00:15:00Z,12.589,9.991,12.876,6.398
2025-03-03T00:30:00Z,13.175,9.966,13.405,7.056
2025-03-03T00:45:00Z,13.756,9.923,13.621,7.406
2025-03-03T01:00:00Z,14.329,9.864,13.967,7.894
2025-03-03T01:15:00Z,14.893,9.788,13.951,8.025
2025-03-03T01:30:00Z,15.444,9.696,14.842,9.067
2025-03-03T01:45:00Z,15.981,9.587,15.094,9.476
2025-03-03T02:00:00Z,16.500,9.464,15.295,9.836
2025-03-03T02:15:00Z,17.000,9.326,16.181,10.884
2025-03-03T02:30:00Z,17.479,9.173,16.160,
2025-03-03T02:45:00Z,17.934,9.007,16.854,11.887
2025-03-03T03:00:00Z,18.364,8.828,16.881,12.081
2025-03-03T03:15:00Z,18.767,8.637,16.961,12.327
2025-03-03T03:30:00Z,19.140,8.435,17.289,12.821
2025-03-03T03:45:00Z,19.483,8.222,17.433,13.129
2025-03-03T04:00:00Z,19.794,8.000,17.503,13.362
2025-03-03T04:15:00Z,20.072,7.769,17.923,13.941
2025-03-03T04:30:00Z,20.315,7.531,17.680,13.854
2025-03-03T04:45:00Z,20.522,7.286,17.895,14.221
2025-03-03T05:00:00Z,20.693,7.035,18.573,
2025-03-03T05:15:00Z,20.827,6.780,18.855,15.470
2025-03-03T05:30:00Z,20.923,6.522,18.415,15.165
2025-03-03T05:45:00Z,20.981,6.262,18.591,15.470
2025-03-03T06:00:00Z,21.000,6.000,17.925,14.925
2025-03-03T06:15:00Z,20.981,5.738,18.467,15.581
2025-03-03T06:30:00Z,20.923,5.478,18.319,15.539
