observed_at,ambient_c,wind_kph,target
2025-03-02T02:45:00Z,17.934,9.007,16.881
2025-03-02T03:00:00Z,18.364,8.828,16.686
2025-03-02T03:15:00Z,18.767,8.637,17.326
2025-03-02T03:30:00Z,19.140,8.435,17.413
2025-03-02T03:45:00Z,19.483,8.222,17.563
2025-03-02T04:00:00Z,19.794,8.000,17.788
2025-03-02T04:15:00Z,20.072,7.769,17.859
2025-03-02T04:30:00Z,20.315,7.531,18.494
2025-03-02T04:45:00Z,20.522,7.286,18.530
2025-03-02T05:00:00Z,20.693,7.035,18.461
2025-03-02T05:15:00Z,20.827,6.780,18.409
2025-03-02T05:30:00Z,20.923,6.522,17.884
2025-03-02T05:45:00Z,20.981,6.262,17.971
2025-03-02T06:00:00Z,21.000,6.000,17.945
2025-03-02T06:15:00Z,20.981,5.738,18.306
2025-03-02T06:30:00Z,20.923,5.478,17.944
2025-03-02T06:45:00Z,20.827,5.220,17.538
2025-03-02T07:00:00Z,20.693,4.965,17.877
2025-03-02T07:15:00Z,20.522,4.714,17.550
2025-03-02T07:30:00Z,20.315,4.469,17.682
2025-03-02T07:45:00Z,20.072,4.231,17.561
2025-03-02T08:00:00Z,19.794,4.000,16.946
2025-03-02T08:15:00Z,19.483,3.778,16.890
2025-03-02T08:30:00Z,19.140,3.565,15.738
2025-03-02T08:45:00Z,18.767,3.363,16.126
2025-03-02T09:00:00Z,18.364,3.172,15.351
2025-03-02T09:15:00Z,17.934,2.993,14.790
2025-03-02T09:30:00Z,17.479,2.827,14.313
2025-03-02T09:45:00Z,17.000,2.674,14.017
2025-03-02T10:00:00Z,16.500,2.536,13.383
2025-03-02T10:15:00Z,15.981,2.413,13.334
2025-03-02T10:30:00Z,15.444,2.304,13.293
2025-03-02T10:45:00Z,14.893,2.212,12.594
2025-03-02T11:00:00Z,14.329,2.136,12.456
2025-03-02T11:15:00Z,13.756,2.077,11.520
2025-03-02T11:30:00Z,13.175,2.034,11.388
2025-03-02T11:45:00Z,12.589,2.009,10.159
2025-03-02T12:00:00Z,12.000,2.000,10.371
2025-03-02T12:15:00Z,11.411,2.009,9.425
2025-03-02T12:30:00Z,10.825,2.034,9.029
2025-03-02T12:45:00Z,10.244,2.077,9.124
2025-03-02T13:00:00Z,9.671,2.136,8.744
2025-03-02T13:15:00Z,9.107,2.212,7.758
2025-03-02T13:30:00Z,8.556,2.304,7.758
2025-03-02T13:45:00Z,8.019,2.413,7.512
2025-03-02T14:00:00Z,7.500,2.536,6.853
2025-03-02T14:15:00Z,7.000,2.674,6.703
2025-03-02T14:30:00Z,6.521,2.827,5.576
2025-03-02T14:45:00Z,6.066,2.993,5.183
2025-03-02T15:00:00Z,5.636,3.172,5.613
2025-03-02T15:15:00Z,5.233,3.363,4.943
2025-03-02T15:30:00Z,4.860,3.565,5.192
2025-03-02T15:45:00Z,4.517,3.778,4.662
2025-03-02T16:00:00Z,4.206,4.000,3.895
2025-03-02T16:15:00Z,3.928,4.231,3.729
2025-03-02T16:30:00Z,3.685,4.469,3.762
2025-03-02T16:45:00Z,3.478,4.714,3.997
2025-03-02T17:00:00Z,3.307,4.965,4.047
2025-03-02T17:15:00Z,3.173,5.220,3.644
2025-03-02T17:30:00Z,3.077,5.478,3.352
2025-03-02T17:45:00Z,3.019,5.738,4.132
2025-03-02T18:00:00Z,3.000,6.000,3.790
2025-03-02T18:15:00Z,3.019,6.262,3.526
2025-03-02T18:30:00Z,3.077,6.522,4.162
2025-03-02T18:45:00Z,3.173,6.780,4.448
2025-03-02T19:00:00Z,3.307,7.035,4.222
2025-03-02T19:15:00Z,3.478,7.286,4.180
2025-03-02T19:30:00Z,3.685,7.531,4.635
2025-03-02T19:45:00Z,3.928,7.769,5.157
2025-03-02T20:00:00Z,4.206,8.000,5.029
2025-03-02T20:15:00Z,4.517,8.222,5.754
2025-03-02T20:30:00Z,4.860,8.435,6.266
2025-03-02T20:45:00Z,5.233,8.637,6.542
2025-03-02T21:00:00Z,5.636,8.828,6.413
2025-03-02T21:15:00Z,6.066,9.007,6.713
2025-03-02T21:30:00Z,6.521,9.173,7.706
2025-03-02T21:45:00Z,7.000,9.326,7.715
2025-03-02T22:00:00Z,7.500,9.464,8.618
2025-03-02T22:15:00Z,8.019,9.587,9.213
2025-03-02T22:30:00Z,8.556,9.696,9.599
2025-03-02T22:45:00Z,9.107,9.788,9.473
2025-03-02T23:00:00Z,9.671,9.864,10.600
2025-03-02T23:15:00Z,10.244,9.923,10.364
2025-03-02T23:30:00Z,10.825,9.966,11.641
2025-03-02T23:45:00Z,11.411,9.991,11.272
2025-03-03T00:00:00Z,12.000,10.000,11.812
2025-03-03T00:15:00Z,12.589,9.991,12.346
2025-03-03T00:30:00Z,13.175,9.966,13.453
2025-03-03T00:45:00Z,13.756,9.923,13.539
2025-03-03T01:00:00Z,14.329,9.864,14.002
2025-03-03T01:15:00Z,14.893,9.788,14.846
2025-03-03T01:30:00Z,15.444,9.696,15.193
2025-03-03T01:45:00Z,15.981,9.587,15.580
2025-03-03T02:00:00Z,16.500,9.464,15.782
2025-03-03T02:15:00Z,17.000,9.326,15.529
2025-03-03T02:30:00Z,17.479,9.173,16.460
2025-03-03T02:45:00Z,17.934,9.007,16.893
2025-03-03T03:00:00Z,18.364,8.828,16.856
2025-03-03T03:15:00Z,18.767,8.637,17.342
2025-03-03T03:30:00Z,19.140,8.435,17.438
2025-03-03T03:45:00Z,19.483,8.222,17.269
2025-03-03T04:00:00Z,19.794,8.000,18.002
2025-03-03T04:15:00Z,20.072,7.769,17.996
2025-03-03T04:30:00Z,20.315,7.531,17.961
2025-03-03T04:45:00Z,20.522,7.286,18.589
2025-03-03T05:00:00Z,20.693,7.035,18.378
2025-03-03T05:15:00Z,20.827,6.780,18.476
2025-03-03T05:30:00Z,20.923,6.522,18.388
2025-03-03T05:45:00Z,20.981,6.262,18.581
2025-03-03T06:00:00Z,21.000,6.000,17.962
2025-03-03T06:15:00Z,20.981,5.738,18.216
2025-03-03T06:30:00Z,20.923,5.478,18.272
2025-03-03T06:45:00Z,20.827,5.220,17.825
2025-03-03T07:00:00Z,20.693,4.965,17.346
2025-03-03T07:15:00Z,20.522,4.714,17.618
2025-03-03T07:30:00Z,20.315,4.469,17.796
2025-03-03T07:45:00Z,20.072,4.231,17.162
2025-03-03T08:00:00Z,19.794,4.000,17.097
2025-03-03T08:15:00Z,19.483,3.778,16.470
2025-03-03T08:30:00Z,19.140,3.565,16.472
2025-03-03T08:45:00Z,18.767,3.363,15.889
2025-03-03T09:00:00Z,18.364,3.172,15.511
2025-03-03T09:15:00Z,17.934,2.993,14.856
2025-03-03T09:30:00Z,17.479,2.827,14.882
2025-03-03T09:45:00Z,17.000,2.674,13.997
2025-03-03T10:00:00Z,16.500,2.536,13.371
2025-03-03T10:15:00Z,15.981,2.413,13.072
2025-03-03T10:30:00Z,15.444,2.304,13.383
2025-03-03T10:45:00Z,14.893,2.212,12.227
2025-03-03T11:00:00Z,14.329,2.136,12.308
2025-03-03T11:15:00Z,13.756,2.077,11.321
2025-03-03T11:30:00Z,13.175,2.034,11.498
2025-03-03T11:45:00Z,12.589,2.009,10.093
2025-03-03T12:00:00Z,12.000,2.000,10.544
2025-03-03T12:15:00Z,11.411,2.009,9.178
2025-03-03T12:30:00Z,10.825,2.034,8.990
2025-03-03T12:45:00Z,10.244,2.077,8.601
2025-03-03T13:00:00Z,9.671,2.136,8.493
2025-03-03T13:15:00Z,9.107,2.212,7.445
2025-03-03T13:30:00Z,8.556,2.304,7.197
2025-03-03T13:45:00Z,8.019,2.413,7.047
2025-03-03T14:00:00Z,7.500,2.536,6.691
2025-03-03T14:15:00Z,7.000,2.674,6.401
2025-03-03T14:30:00Z,6.521,2.827,5.808
2025-03-03T14:45:00Z,6.066,2.993,5.507
2025-03-03T15:00:00Z,5.636,3.172,5.680
2025-03-03T15:15:00Z,5.233,3.363,4.810
