input_a,input_b,target
2024-01-17T12:00:00Z,2024-01-24T17:00:00Z,17.279894
2024-01-18T15:00:00Z,2024-01-25T20:00:00Z,16.874647
2024-01-19T18:00:00Z,2024-01-26T23:00:00Z,16.500627
2024-01-20T21:00:00Z,2024-01-27T02:00:00Z,16.161571
2024-01-21T00:00:00Z,2024-01-28T05:00:00Z,15.860868
2024-01-22T03:00:00Z,2024-01-01T08:00:00Z,15.601521
2024-01-23T06:00:00Z,2024-01-02T11:00:00Z,15.386123
2024-01-24T09:00:00Z,2024-01-03T14:00:00Z,15.216825
2024-01-25T12:00:00Z,2024-01-04T17:00:00Z,15.095319
2024-01-26T15:00:00Z,2024-01-05T20:00:00Z,15.022819
2024-01-27T18:00:00Z,2024-01-06T23:00:00Z,15.000049
2024-01-28T21:00:00Z,2024-01-07T02:00:00Z,15.027237
2024-01-01T00:00:00Z,2024-01-08T05:00:00Z,15.104111
2024-01-02T03:00:00Z,2024-01-09T08:00:00Z,15.229904
2024-01-03T06:00:00Z,2024-01-10T11:00:00Z,15.403357
2024-01-04T09:00:00Z,2024-01-11T14:00:00Z,15.622739
2024-01-05T12:00:00Z,2024-01-12T17:00:00Z,15.885857
2024-01-06T15:00:00Z,2024-01-13T20:00:00Z,16.190082
2024-01-07T18:00:00Z,2024-01-14T23:00:00Z,16.532375
2024-01-08T21:00:00Z,2024-01-15T02:00:00Z,16.909314
2024-01-09T00:00:00Z,2024-01-16T05:00:00Z,17.317135
2024-01-10T03:00:00Z,2024-01-17T08:00:00Z,17.751763
2024-01-11T06:00:00Z,2024-01-18T11:00:00Z,18.208854
2024-01-12T09:00:00Z,2024-01-19T14:00:00Z,18.683841
2024-01-13T12:00:00Z,2024-01-20T17:00:00Z,19.171979
2024-01-14T15:00:00Z,2024-01-21T20:00:00Z,19.668391
2024-01-15T18:00:00Z,2024-01-22T23:00:00Z,20.168115
2024-01-16T21:00:00Z,2024-01-23T02:00:00Z,20.666160
2024-01-17T00:00:00Z,2024-01-24T05:00:00Z,21.157549
2024-01-18T03:00:00Z,2024-01-25T08:00:00Z,21.637372
2024-01-19T06:00:00Z,2024-01-26T11:00:00Z,22.100835
2024-01-20T09:00:00Z,2024-01-27T14:00:00Z,22.543307
2024-01-21T12:00:00Z,2024-01-28T17:00:00Z,22.960368
2024-01-22T15:00:00Z,2024-01-01T20:00:00Z,23.347849
2024-01-23T18:00:00Z,2024-01-02T23:00:00Z,23.701879
2024-01-24T21:00:00Z,2024-01-03T02:00:00Z,24.018922
