observed_at,ambient_c,wind_kph,target,dew_point_c
2025-03-02T09:30:00Z,8.109,5.817,7.000,3.240
2025-03-02T09:45:00Z,8.121,5.958,7.051,2.986
2025-03-02T10:00:00Z,7.936,5.956,7.005,
2025-03-02T10:15:00Z,8.069,5.645,7.039,2.923
2025-03-02T10:30:00Z,8.367,5.672,7.220,3.627
2025-03-02T10:45:00Z,8.771,5.107,7.581,3.556
2025-03-02T11:00:00Z,9.145,4.929,7.731,3.930
2025-03-02T11:15:00Z,9.063,5.532,7.875,4.359
2025-03-02T11:30:00Z,9.513,5.007,7.985,4.603
2025-03-02T11:45:00Z,9.716,5.012,8.208,4.680
2025-03-02T12:00:00Z,10.145,4.993,8.668,4.974
2025-03-02T12:15:00Z,10.066,4.997,8.578,4.880
2025-03-02T12:30:00Z,10.620,4.662,8.984,5.539
2025-03-02T12:45:00Z,10.738,4.921,9.262,
2025-03-02T13:00:00Z,11.109,4.151,9.152,6.026
2025-03-02T13:15:00Z,11.193,4.745,9.236,6.035
2025-03-02T13:30:00Z,11.862,4.184,10.027,6.589
2025-03-02T13:45:00Z,11.827,4.628,10.041,6.760
2025-03-02T14:00:00Z,12.248,4.396,10.114,7.528
2025-03-02T14:15:00Z,12.842,4.145,10.812,7.969
2025-03-02T14:30:00Z,13.005,4.443,10.730,8.227
2025-03-02T14:45:00Z,13.478,3.774,11.267,8.420
2025-03-02T15:00:00Z,13.448,4.139,11.084,8.237
2025-03-02T15:15:00Z,14.206,4.403,11.865,8.908
2025-03-02T15:30:00Z,14.190,3.856,11.926,
2025-03-02T15:45:00Z,14.431,3.874,12.111,9.201
2025-03-02T16:00:00Z,14.634,3.713,12.134,9.446
2025-03-02T16:15:00Z,15.232,4.267,12.725,10.379
2025-03-02T16:30:00Z,15.503,4.284,12.921,10.614
2025-03-02T16:45:00Z,15.284,3.663,12.408,10.290
2025-03-02T17:00:00Z,15.308,4.046,12.657,10.418
2025-03-02T17:15:00Z,15.422,3.940,12.807,10.263
2025-03-02T17:30:00Z,16.059,3.995,13.094,10.810
2025-03-02T17:45:00Z,15.721,4.348,13.152,10.769
2025-03-02T18:00:00Z,16.260,4.152,13.332,11.398
2025-03-02T18:15:00Z,16.180,4.339,13.552,
2025-03-02T18:30:00Z,16.077,4.381,13.129,11.222
2025-03-02T18:45:00Z,16.014,4.607,13.125,11.099
2025-03-02T19:00:00Z,16.218,4.838,13.305,11.344
2025-03-02T19:15:00Z,15.938,4.280,13.347,10.669
2025-03-02T19:30:00Z,15.986,4.322,13.412,11.111
2025-03-02T19:45:00Z,15.879,4.789,13.299,10.958
2025-03-02T20:00:00Z,15.636,4.643,12.932,10.416
2025-03-02T20:15:00Z,15.318,4.532,12.570,10.253
2025-03-02T20:30:00Z,14.973,4.679,12.632,10.187
2025-03-02T20:45:00Z,15.000,5.147,12.641,10.264
2025-03-02T21:00:00Z,14.826,5.387,12.230,
2025-03-02T21:15:00Z,14.464,5.336,12.033,9.243
2025-03-02T21:30:00Z,14.201,5.638,12.066,9.212
2025-03-02T21:45:00Z,13.499,5.545,11.381,8.417
2025-03-02T22:00:00Z,13.581,5.778,11.312,8.380
2025-03-02T22:15:00Z,13.213,5.693,11.314,8.008
2025-03-02T22:30:00Z,12.674,5.516,10.586,7.581
2025-03-02T22:45:00Z,12.666,6.249,10.764,7.845
2025-03-02T23:00:00Z,12.364,6.035,10.324,7.240
2025-03-02T23:15:00Z,11.872,6.335,9.948,6.786
2025-03-02T23:30:00Z,11.794,6.279,9.957,7.057
2025-03-02T23:45:00Z,11.370,6.855,9.909,
