observed_at,ambient_c,wind_kph,target,dew_point_c
2025-03-01T10:45:00Z,10.333,4.570,8.579,5.534
2025-03-01T11:00:00Z,9.974,4.112,8.275,4.977
2025-03-01T11:15:00Z,9.471,4.310,7.973,4.516
2025-03-01T11:30:00Z,9.575,4.108,8.048,4.425
2025-03-01T11:45:00Z,9.131,3.856,7.541,3.971
2025-03-01T12:00:00Z,8.717,4.198,7.264,
2025-03-01T12:15:00Z,8.689,4.121,7.499,3.702
2025-03-01T12:30:00Z,8.752,4.370,7.603,3.671
2025-03-01T12:45:00Z,8.309,4.025,7.190,3.374
2025-03-01T13:00:00Z,8.128,4.223,7.025,2.979
2025-03-01T13:15:00Z,8.021,3.915,6.858,3.091
2025-03-01T13:30:00Z,7.925,3.988,6.626,2.669
2025-03-01T13:45:00Z,8.160,3.633,6.949,3.361
2025-03-01T14:00:00Z,7.903,4.388,6.950,2.629
2025-03-01T14:15:00Z,7.774,4.055,6.477,2.571
2025-03-01T14:30:00Z,8.012,4.249,7.000,2.940
2025-03-01T14:45:00Z,8.197,4.081,6.900,
2025-03-01T15:00:00Z,8.333,3.877,7.219,3.065
2025-03-01T15:15:00Z,8.345,3.896,6.893,3.401
2025-03-01T15:30:00Z,8.341,3.913,7.117,3.174
2025-03-01T15:45:00Z,8.490,4.702,7.288,3.197
2025-03-01T16:00:00Z,8.452,4.446,7.105,3.688
2025-03-01T16:15:00Z,8.913,4.643,7.457,3.948
2025-03-01T16:30:00Z,9.429,4.500,7.840,4.572
2025-03-01T16:45:00Z,9.488,4.620,8.217,4.755
2025-03-01T17:00:00Z,9.890,5.042,8.601,4.804
2025-03-01T17:15:00Z,9.909,4.405,8.220,4.838
2025-03-01T17:30:00Z,10.274,4.540,8.802,
2025-03-01T17:45:00Z,10.464,5.291,8.910,5.194
2025-03-01T18:00:00Z,10.945,5.087,9.219,6.051
2025-03-01T18:15:00Z,11.333,5.448,9.416,6.545
2025-03-01T18:30:00Z,11.393,4.938,9.499,6.438
2025-03-01T18:45:00Z,11.864,5.353,9.980,6.843
2025-03-01T19:00:00Z,12.254,5.766,10.484,7.243
2025-03-01T19:15:00Z,12.805,5.288,10.712,7.513
2025-03-01T19:30:00Z,13.118,5.356,10.849,8.114
2025-03-01T19:45:00Z,12.919,5.538,10.804,7.986
2025-03-01T20:00:00Z,13.518,6.253,11.411,8.771
2025-03-01T20:15:00Z,13.942,6.491,11.755,
2025-03-01T20:30:00Z,14.152,5.902,11.713,9.359
2025-03-01T20:45:00Z,14.343,6.443,12.274,9.194
2025-03-01T21:00:00Z,14.467,6.141,12.303,9.715
2025-03-01T21:15:00Z,14.729,6.857,12.595,9.966
2025-03-01T21:30:00Z,15.306,6.728,12.994,10.163
2025-03-01T21:45:00Z,15.346,6.881,13.068,10.221
2025-03-01T22:00:00Z,15.652,6.975,13.058,10.905
2025-03-01T22:15:00Z,15.832,7.140,13.462,11.035
2025-03-01T22:30:00Z,15.506,6.706,12.974,10.215
2025-03-01T22:45:00Z,15.870,6.824,13.296,11.105
2025-03-01T23:00:00Z,15.898,7.505,13.636,
2025-03-01T23:15:00Z,15.998,7.151,13.400,11.126
2025-03-01T23:30:00Z,16.139,7.843,13.710,11.257
2025-03-01T23:45:00Z,15.931,7.241,13.657,11.042
