input_a,input_b,target
8.35000000,108.35000000,73.89750000
8.45000000,108.45000000,75.62750000
8.55000000,108.55000000,77.37750000
8.65000000,108.65000000,79.14750000
8.75000000,108.75000000,80.93750000
8.85000000,108.85000000,82.74750000
8.95000000,108.95000000,84.57750000
9.05000000,109.05000000,86.42750000
9.15000000,109.15000000,88.29750000
9.25000000,109.25000000,90.18750000
9.35000000,109.35000000,92.09750000
9.45000000,109.45000000,94.02750000
9.55000000,109.55000000,95.97750000
9.65000000,109.65000000,97.94750000
9.75000000,109.75000000,99.93750000
9.85000000,109.85000000,101.94750000
9.95000000,109.95000000,103.97750000
10.05000000,110.05000000,106.02750000
10.15000000,110.15000000,108.09750000
10.25000000,110.25000000,110.18750000
10.35000000,110.35000000,112.29750000
10.45000000,110.45000000,114.42750000
10.55000000,110.55000000,116.57750000
10.65000000,110.65000000,118.74750000
10.75000000,110.75000000,120.93750000
10.85000000,110.85000000,123.14750000
10.95000000,110.95000000,125.37750000
11.05000000,111.05000000,127.62750000
11.15000000,111.15000000,129.89750000
11.25000000,111.25000000,132.18750000
