pressure_kpa;humidity_pct;airflow_cmh;target
99.1857;63.6400;8.3612;37.4392
100.0618;63.3507;8.3864;38.1314
101.4883;63.5778;8.3797;38.9111
102.1331;63.4909;8.3568;38.3690
102.7430;63.4046;8.3482;38.9269
103.7617;63.2581;8.3312;39.7693
104.3023;63.0854;8.3159;39.4736
105.5416;63.5470;8.3125;40.3653
106.2350;63.0991;8.2970;40.5359
107.7667;63.3930;8.2860;41.3083
107.9277;63.0498;8.2719;41.4486
108.8317;62.9671;8.2649;41.2853
110.0514;63.3969;8.2450;42.1033
110.8525;63.4410;8.2331;41.5781
111.6650;63.3348;8.2203;42.0430
112.9342;63.0389;8.2326;42.5372
113.8985;62.9821;8.2334;42.6711
114.5472;62.8460;8.2161;43.0467
115.6297;62.8307;8.2117;43.8418
116.1277;63.3186;8.2027;43.7193
117.0190;63.0744;8.1843;43.9684
118.2041;62.9344;8.1967;44.5524
119.0670;62.8848;8.1886;44.2745
90.1812;62.8102;8.2058;35.0614
90.7704;63.2315;8.1889;35.3090
92.1736;63.2055;8.2152;35.4650
93.0070;63.0134;8.2017;36.1281
93.9088;62.6952;8.2187;35.8354
94.5890;62.7777;8.2167;36.0694
95.5790;63.1736;8.2270;36.9777
96.5262;62.6397;8.2228;37.1406
97.5853;62.6699;8.2578;36.7701
98.2820;62.7282;8.2552;37.7118
99.0800;62.5348;8.2773;37.8494
100.2020;62.7705;8.2638;37.6654
100.9442;62.5908;8.2774;38.9301
101.8221;62.8174;8.2906;38.4534
102.6432;62.6171;8.3067;38.5193
103.3885;62.5489;8.3410;39.4979
104.0036;62.9796;8.3375;39.6044
105.0618;62.4578;8.3503;40.4741
106.3102;62.9315;8.3538;40.1993
106.8312;62.8173;8.3707;40.4203
108.0692;62.7398;8.3872;40.7229
109.2201;62.7081;8.3601;41.9401
109.7007;62.8222;8.3898;41.7745
110.8571;62.6762;8.3998;42.3140
111.8051;62.3190;8.3842;42.5246
112.8681;62.3246;8.4047;42.7245
113.3887;62.4051;8.3827;42.2901
114.5574;62.6457;8.3863;42.7125
115.3501;62.6638;8.3874;42.9828
115.7329;62.4122;8.4027;43.4397
116.7374;62.2353;8.4025;43.9418
117.6936;62.4500;8.3973;44.4383
118.8824;62.4095;8.3850;44.7003
120.0362;62.3127;8.3857;44.7837
90.8123;62.2349;8.3535;35.1561
91.8042;62.3419;8.3740;35.1850
92.1305;62.4765;8.3558;34.9100
93.2894;62.2347;8.3633;35.5318
94.4218;62.4280;8.3203;35.7714
94.7300;61.9263;8.3273;36.2620
95.9721;62.0731;8.3056;36.2698
96.6799;62.0496;8.3240;37.0756
97.5932;62.4373;8.3055;37.6170
98.4999;62.4075;8.2645;37.1336
99.3938;62.0786;8.2702;37.7870
100.2340;62.3442;8.2482;38.4256
101.6012;61.8831;8.2583;38.5398
102.2157;62.2215;8.2520;39.1992
103.0259;61.9038;8.2133;38.6541
104.4974;62.1608;8.2426;39.4998
104.8584;62.1898;8.2153;39.6205
105.7647;61.8624;8.2152;40.4437
106.7137;62.0479;8.2240;40.0472
107.6680;61.6505;8.2235;41.0795
108.3796;61.8457;8.2105;40.8982
109.8086;61.6968;8.2002;41.5663
110.0044;62.0295;8.1996;42.1180
111.2286;61.7394;8.2074;41.8800
112.0132;62.1306;8.2095;42.6771
113.3217;62.1169;8.2200;42.3091
113.8060;62.0424;8.2282;43.1201
114.5835;61.9584;8.2077;43.3797
116.1861;61.9244;8.2335;43.3864
116.3769;61.8315;8.2435;43.8016
117.4835;61.5105;8.2496;44.2930
118.5680;61.5279;8.2579;44.8265
119.5449;61.6465;8.2698;45.2394
90.2489;61.5695;8.2623;35.2256
91.3056;61.5016;8.2622;35.3844
92.1661;61.7106;8.2999;34.7733
93.1842;61.5983;8.2989;35.9822
93.5505;61.3584;8.3080;35.4899
94.7210;61.7712;8.3418;36.4725
95.5139;61.7033;8.3364;36.6963
96.5017;61.7180;8.3585;36.4995
97.3375;61.4347;8.3495;36.9193
98.6556;61.7054;8.3762;37.8004
98.9318;61.5014;8.3839;37.8642
100.2782;61.5175;8.3807;38.7075
101.1025;61.2847;8.4007;38.9872
101.7455;61.4464;8.3787;38.5726
102.8690;61.1474;8.3820;38.9215
103.5414;61.3006;8.3832;39.6009
104.6108;61.4241;8.4002;39.3422
105.4426;61.0298;8.4187;40.2519
106.7379;61.0800;8.3893;40.6760
107.3153;61.4741;8.3898;40.5323
107.9555;61.5127;8.3847;41.0703
109.3354;61.2357;8.3810;41.1838
110.0574;60.9405;8.3744;42.0063
110.7006;61.1773;8.3851;42.3464
111.5717;61.2603;8.3700;42.4616
112.8303;61.2389;8.3805;42.6308
113.3669;61.0087;8.3550;42.1878
114.6363;60.9847;8.3243;42.8185
115.3969;61.3905;8.3167;43.1806
116.2152;60.8786;8.3037;43.8200
117.6951;60.8144;8.3218;44.6129
118.0267;61.0252;8.2940;43.8923
118.8370;61.0085;8.3044;44.7945
89.8346;60.8771;8.2872;34.6621
90.9108;61.1797;8.2588;34.8923
91.4483;61.1579;8.2552;35.2776
92.3821;61.0437;8.2531;35.1240
93.3340;60.9722;8.2530;35.4581
94.8478;60.7047;8.2098;35.7124
95.2317;61.1790;8.2252;36.4334
96.5584;60.6485;8.2000;36.4543
97.3054;60.9064;8.2087;37.5780
97.9832;60.5548;8.2126;37.5740
99.2107;60.8648;8.1927;37.9746
99.6324;60.8647;8.1875;38.2761
100.7995;60.7999;8.2183;38.3442
101.4256;61.0277;8.1839;38.1507
102.8949;60.4326;8.1925;38.5222
103.8885;60.7940;8.2178;38.9668
104.7222;60.5539;8.1901;39.3652
105.2277;60.4618;8.1967;40.1082
105.9181;60.5600;8.2379;40.5706
106.8789;60.7862;8.2370;39.9233
107.8079;60.6011;8.2493;41.1906
108.9654;60.4855;8.2287;41.3302
109.8104;60.6663;8.2531;41.3489
110.9904;60.5042;8.2548;41.7279
111.4406;60.7243;8.2628;41.6665
112.8276;60.3008;8.2735;42.0145
113.3235;60.5434;8.3178;43.1424
113.9379;60.4536;8.3257;42.9136
115.2836;60.3744;8.3258;43.8147
116.0204;60.2416;8.3464;43.7225
116.9406;60.1326;8.3285;44.2194
118.2980;60.4213;8.3384;44.2460
119.0614;60.5281;8.3430;44.1211
119.6731;60.3761;8.3648;45.3331
90.4999;60.4400;8.3871;34.3550
91.6889;60.1270;8.3802;34.6357
92.0387;60.2084;8.3971;35.1108
93.6561;60.1055;8.4057;35.2296
94.2683;59.9897;8.3801;35.6264
95.3396;60.0929;8.3983;36.0966
96.0075;59.9507;8.3803;36.7584
96.5484;60.0963;8.4018;37.3080
98.0109;59.8966;8.3802;37.1144
98.7337;60.1255;8.3812;37.5588
99.8365;60.2180;8.3741;37.4174
100.4545;60.3909;8.4006;37.8105
101.7868;59.9482;8.3718;39.0708
102.3937;59.7988;8.3639;38.8421
103.3691;59.7761;8.3633;39.1192
104.4263;60.0937;8.3509;38.9638
104.9872;60.0338;8.3306;39.5176
105.9574;59.9975;8.3554;40.2580
107.0374;59.9165;8.3349;41.0397
107.6438;59.9834;8.3274;40.2021
108.3714;59.6247;8.2946;40.3368
109.6687;59.7126;8.2802;41.7010
110.4606;60.0374;8.2998;41.2773
110.9765;59.9978;8.2687;41.2922
112.3425;59.9347;8.2436;41.7617
113.1367;60.0366;8.2454;42.4272
114.1278;59.9492;8.2314;42.5622
114.5101;59.4985;8.2383;42.8535
116.1859;59.7575;8.2374;43.0930
116.3763;59.6720;8.2087;43.2580
117.7688;59.7208;8.2185;44.0092
118.6571;59.8008;8.2157;44.3674
119.7161;59.4790;8.2103;45.4122
90.6356;59.7365;8.1825;34.4476
90.9228;59.3938;8.1858;35.1156
91.7357;59.7889;8.1879;35.0631
92.7386;59.3358;8.1844;35.5520
94.1282;59.3643;8.2011;36.2185
94.5268;59.3018;8.2105;36.2263
95.4089;59.8377;8.2071;36.4655
96.2912;59.2428;8.2153;36.7954
97.7671;59.2605;8.2150;37.2214
98.7373;59.6360;8.2377;37.0325
99.2741;59.4584;8.2603;37.7290
100.4265;59.4956;8.2673;38.6007
100.8660;59.5063;8.2516;38.7946
102.3792;59.1393;8.2744;38.4928
102.9376;59.3908;8.2992;39.2948
103.5953;59.5906;8.2768;39.0615
104.6657;59.4246;8.2883;40.0409
105.3790;59.5571;8.3136;39.9092
106.1821;59.0956;8.3254;40.0856
107.7035;59.5263;8.3400;40.1948
108.3628;59.5277;8.3534;41.4528
109.0921;59.2949;8.3634;41.1988
110.3076;58.9251;8.3790;41.4954
111.1914;59.0058;8.3621;41.5266
111.5176;59.2419;8.3883;41.5282
112.7385;59.2375;8.3728;41.9062
113.3088;59.2858;8.3790;42.0865
114.8012;58.8713;8.3778;42.6327
115.1376;58.9121;8.4130;43.5321
116.6982;58.8443;8.4066;44.3789
117.1725;58.7630;8.3956;43.9121
118.3677;58.7562;8.4180;44.3443
119.3967;58.9380;8.3869;45.3243
