input;target;secondary_target
100.6912;37.8496;23.3338
101.2873;38.5213;23.0434
102.4921;39.1357;
103.4839;38.9138;23.9663
103.7000;38.8278;23.8102
105.0517;40.0179;24.2187
105.6267;39.6795;24.1307
106.7347;39.9686;23.8739
107.7711;40.5408;23.9837
108.9338;40.9908;24.2059
109.5605;41.7953;24.2883
110.4295;41.1730;24.9084
111.6140;42.2131;24.6211
112.4948;42.0019;
113.2678;42.4649;25.2504
114.3091;42.7237;25.8784
114.6406;42.7949;25.7316
115.7773;43.4039;26.1036
116.6642;43.7294;26.1263
117.9818;43.8892;26.0825
118.5831;44.6254;26.4821
119.5126;45.4943;26.8647
90.4972;34.2170;21.1595
90.8665;34.7737;21.0940
91.8184;34.8355;
92.6038;35.3708;21.9562
93.7397;35.6816;22.1454
94.9337;35.9006;21.8826
95.9304;36.6212;22.2950
96.6922;37.1051;22.4558
97.1611;37.5719;22.1132
98.1569;37.7462;22.7673
99.6475;38.3761;22.8786
100.0176;37.8250;22.8485
101.0778;38.0487;22.9057
102.0633;38.9824;
102.9602;39.3478;23.9118
103.5635;39.7273;23.6467
104.9612;40.0291;23.7012
105.7143;40.2597;23.9386
106.1981;40.6839;24.5249
107.7014;40.2630;24.5300
108.0850;41.0578;24.3598
109.1049;41.2474;24.8913
110.3113;41.4506;24.6157
111.1455;42.1966;25.1963
112.0801;41.9840;
113.1246;42.6649;25.1670
113.4027;43.3295;25.5398
114.3657;42.9312;25.3339
115.2222;43.3283;25.4356
116.5847;44.2620;26.3498
117.2917;43.8322;26.0050
118.1926;43.9055;26.0794
118.7220;44.1330;26.3586
89.7877;34.9954;21.1478
91.1817;35.1006;21.0083
91.7708;35.4021;
92.8187;35.6203;21.6779
93.5535;36.1962;21.7422
94.2539;35.6188;21.8955
95.4699;36.0159;22.2685
96.1185;36.5553;22.0436
97.3594;36.5509;22.8506
97.8924;37.0187;22.9095
98.7844;37.4574;22.4051
99.9815;38.4948;23.0565
100.9213;37.8735;22.9121
101.7257;38.5731;
102.3716;38.4017;23.6873
103.8665;38.9046;24.0011
104.3364;39.5246;23.4642
105.0539;39.3034;23.8058
106.2903;40.5251;24.0919
106.8063;40.6334;24.0395
108.1371;40.7770;24.4502
109.0833;41.6727;24.3235
110.1845;41.8768;24.7833
110.4793;41.2664;24.4548
111.5461;42.0425;
112.7131;42.8960;25.5749
113.7053;42.8149;25.7341
114.6742;43.3170;25.8669
115.3484;43.4013;25.5246
116.2604;44.2326;25.8148
117.1048;43.4814;26.1060
118.2811;43.9322;26.6143
118.8871;45.1706;26.5903
120.0008;45.4975;26.9154
90.3821;35.2365;21.5207
91.5497;34.7953;
92.2540;35.6022;21.7793
93.2288;36.2190;21.4498
93.9191;35.6416;21.5445
95.0299;35.7303;21.9161
95.8379;36.9915;22.2180
96.8847;37.0767;22.4165
97.9906;36.8816;22.8234
99.0858;38.1487;23.0435
99.7234;38.0506;23.3011
100.2948;38.4344;23.2321
101.6631;38.0977;
102.1291;38.2531;23.7856
102.9485;39.4162;23.1723
104.3948;39.8077;23.4474
105.2708;40.4243;23.8908
106.0388;39.7621;23.8661
107.0629;39.8846;24.2193
107.8481;41.0854;24.0646
108.7968;41.6597;24.5655
109.8958;41.8343;24.9168
110.5150;41.6070;25.1480
111.3536;42.2011;
112.5195;42.4967;25.4700
113.4624;42.2599;25.4552
114.0847;42.7213;25.7020
114.5009;43.2650;25.6924
115.5496;43.5670;25.5152
116.7114;43.9512;26.2601
117.3009;44.2468;25.8253
118.1066;43.9071;26.5417
119.2907;45.0057;26.7862
89.9176;35.0092;21.1357
91.0220;35.2028;
92.1385;35.1978;21.8399
92.9633;35.8518;21.7116
93.9811;35.5572;22.0164
94.6108;35.8378;21.7382
95.3074;36.4648;21.9470
96.8747;37.3682;22.4729
97.3447;37.5638;22.1447
98.0862;37.3634;22.4210
99.2480;37.1232;22.6946
100.0037;37.4261;23.0690
100.8960;38.6404;
102.0384;38.8022;22.9325
102.9580;39.2012;23.1537
104.1417;39.1309;23.5081
104.4912;39.3358;23.6835
105.8354;39.6780;24.0961
106.1329;39.5616;24.1933
107.3464;41.0956;24.4385
108.3213;40.4755;24.2575
109.1352;40.9208;24.4471
109.9391;41.9223;24.8994
111.3612;41.8581;
111.5058;42.5716;24.7991
113.1032;42.9821;25.6758
113.8727;42.2326;25.8101
114.8640;43.6854;25.8087
115.6690;43.1013;25.6331
116.5684;43.5374;25.6203
117.4670;44.0312;26.0158
117.8235;43.7447;26.3930
119.1426;44.0775;26.7264
90.3985;34.6290;21.5924
90.7547;34.1512;
91.6690;35.4499;21.5454
92.7252;35.7925;21.3528
93.8585;35.9382;22.2684
94.2830;36.1049;21.9059
95.0594;35.8908;22.2923
96.4568;36.2513;22.2482
97.5386;36.5972;22.1569
98.0333;36.6552;22.7836
98.7479;37.6039;22.5241
99.8765;37.3377;22.8587
100.6263;38.5883;
101.4941;38.2774;23.1941
102.6344;39.2272;23.1246
103.8601;39.3791;23.8152
104.4296;39.3796;23.5999
104.9929;39.2302;24.0108
106.5839;40.2530;24.3469
107.4606;40.1582;24.5959
108.3608;40.6557;24.7053
108.7699;41.3314;24.3953
109.7134;41.7681;24.5138
110.5458;41.3538;
111.6677;42.2045;25.2144
112.8279;42.1584;25.1147
113.4340;42.4164;25.4819
114.2354;42.3346;25.4020
115.1491;43.7587;25.4084
116.3089;43.8519;25.9421
117.3751;44.0873;25.7487
117.9251;44.7370;26.1704
118.9234;44.2419;26.5868
119.3381;44.8020;26.4173
90.6976;35.2236;
91.4537;35.1603;21.4959
92.2906;35.5530;21.4035
93.0819;35.7667;21.7049
94.2428;35.5205;21.6116
95.3099;36.4093;22.3118
96.3402;36.8870;22.5730
96.7981;37.0302;22.2587
97.7903;36.8740;22.5392
98.6891;37.7985;22.4938
99.3985;37.6268;22.6851
100.5048;37.8372;
101.2662;38.9152;23.5287
102.1065;38.5266;23.0894
103.2320;38.8999;23.4186
104.0784;39.1646;23.3859
104.7085;39.7358;23.5549
105.9767;40.5215;24.2746
106.4787;40.7368;24.1340
107.3036;40.5995;24.6972
108.6414;41.1266;24.3497
109.7133;41.5545;24.8688
110.3245;41.6459;
111.2221;41.9140;24.8345
112.0696;42.0185;25.4127
113.2139;42.7314;25.7691
113.6417;42.4103;25.2895
114.6471;43.2441;25.4025
115.6893;43.0250;26.1127
116.5114;44.0168;25.6531
117.2148;43.4736;26.3195
118.3628;43.7568;26.3747
119.6473;45.0638;26.4962
89.9564;34.5770;
91.5990;34.6506;21.1206
91.9970;34.7644;21.5771
93.3946;35.2548;21.9091
93.8431;36.0738;22.1259
94.9804;35.5105;21.9121
95.8980;36.5729;22.4819
96.2555;36.2853;21.9591
97.8315;37.1577;22.8276
98.4705;37.3299;22.3838
99.6071;37.5095;23.0435
100.3047;37.9389;
101.3855;37.8532;23.0333
102.2791;39.0351;23.1521
103.1231;39.4916;23.1559
103.9672;39.8106;23.8332
104.8443;40.1340;23.6108
105.7498;40.1905;23.7180
106.2199;40.3234;24.3314
107.6518;41.0456;23.9645
108.4684;40.8156;24.4771
109.5901;41.0290;24.5049
109.8981;41.0992;
110.8431;41.7033;24.7613
112.0775;42.3632;25.4920
112.7743;42.3575;25.5252
113.9398;42.6847;25.4091
114.5286;43.1477;25.9096
115.8046;43.6158;25.4313
116.3057;43.5180;25.9313
117.5285;43.8588;26.3833
118.4869;44.0572;25.9441
118.9185;44.8979;26.4846
90.0708;34.5913;
90.5245;34.2897;21.1015
92.0498;34.7932;21.8228
92.9875;35.5894;21.3811
93.5502;36.1729;22.0196
94.7030;35.8556;22.1923
95.5309;35.7641;22.3465
96.6862;36.9594;22.6516
97.2294;37.3735;22.4542
97.7409;37.4628;22.7813
99.1881;37.1569;23.1100
100.1403;38.1652;
101.1859;38.8097;23.6453
101.7830;38.8421;23.0315
102.4164;38.5056;23.1016
103.5583;38.8946;23.8189
104.1951;38.7448;23.4182
105.6059;39.2354;23.8581
106.3010;40.4860;24.0110
106.9716;40.4060;24.3096
108.1605;40.3785;24.8730
109.1897;41.0099;24.7922
110.0141;41.8782;
111.0558;41.6564;25.1583
