pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
113.0402,62.7291,8.3796,42.6216,25.2433
113.9919,62.6035,8.3842,43.3844,25.8500
115.2954,62.5895,8.3964,43.5367,25.5215
116.1084,62.5505,8.4120,44.2107,25.8431
117.2427,62.3997,8.3897,43.6448,26.0527
117.8231,62.6224,8.4031,44.8576,26.3784
118.8018,62.2570,8.4045,45.2826,26.3211
119.6108,62.3296,8.3822,45.4639,26.8857
90.9199,62.6181,8.3653,35.3677,21.5298
91.5052,62.2381,8.3667,34.5677,21.6323
92.0680,62.5242,8.3445,35.4575,
93.5430,62.2231,8.3536,35.6933,21.5916
94.2667,62.4015,8.3276,35.5637,22.2793
95.0961,62.4764,8.3229,35.8487,22.2156
96.0676,62.1858,8.3059,36.4700,22.1947
96.9215,61.9919,8.2993,36.6980,22.4791
97.5946,62.3624,8.3062,36.6861,22.2710
98.6187,61.9450,8.3019,37.6765,22.9075
99.5602,62.3788,8.2586,37.4175,22.4933
100.5358,62.1409,8.2665,38.0042,22.8619
101.2196,62.2644,8.2334,38.6533,22.9821
101.9655,62.0349,8.2309,38.9787,
103.3062,61.9084,8.2475,39.2935,23.5349
103.7273,62.0589,8.2064,39.2897,23.8875
105.3048,61.9173,8.2122,40.0508,23.5448
105.5078,61.8866,8.2021,39.5088,24.0913
107.1175,62.1020,8.1999,41.1629,23.9798
107.9194,62.0206,8.2138,40.9746,24.4370
108.3382,61.7783,8.1915,41.0074,24.2908
109.2650,61.7912,8.2070,41.6589,24.2538
110.4495,62.1592,8.1843,42.2765,24.6426
111.4878,61.5625,8.2049,42.2478,24.8783
112.1873,61.5701,8.2223,42.1752,
112.9289,61.5404,8.2023,42.2332,24.9225
114.3199,61.5263,8.2121,43.5767,25.5870
114.9459,61.7749,8.2075,43.3051,25.3104
116.0503,61.9133,8.2287,43.3922,25.6369
116.4133,61.6495,8.2285,43.6567,25.5565
117.6444,61.4945,8.2250,43.8642,26.4380
118.8493,61.5735,8.2405,44.2805,26.4113
119.7802,61.5418,8.2715,44.6988,26.7458
90.2449,61.4737,8.2840,34.4787,21.5014
91.3760,61.5615,8.2841,35.2319,21.5127
92.0942,61.6349,8.3069,34.9449,
92.9860,61.5149,8.2898,36.1107,21.9172
93.5711,61.3414,8.3005,35.7379,21.6524
94.6209,61.5985,8.3367,36.0261,22.2338
95.3020,61.4505,8.3379,36.8601,22.0374
96.4127,61.6805,8.3607,36.9523,22.1686
97.6687,61.2552,8.3673,37.2733,22.6395
98.6870,61.7569,8.3736,37.4020,23.0406
99.5164,61.4146,8.3750,37.8100,22.8583
99.9251,61.1968,8.3875,37.8007,23.3494
101.0972,61.6369,8.3950,38.3976,22.9738
101.9249,61.5067,8.3896,38.2890,
102.5911,61.2257,8.3835,39.4166,23.6362
104.0322,61.3182,8.4120,39.4881,24.1016
104.8197,61.0580,8.3967,39.4221,23.5785
105.5549,61.5662,8.4182,39.7015,23.9376
106.6259,61.1032,8.4180,40.5355,24.0542
107.4317,61.0104,8.4138,40.7879,24.4121
108.0295,61.0197,8.3866,41.3894,24.6652
109.3734,61.5072,8.3724,41.8541,24.4083
110.0967,61.5180,8.3722,41.4591,24.8110
110.6998,61.0529,8.3914,42.1403,24.6707
111.7112,61.3527,8.3807,41.6546,
112.9029,61.0435,8.3728,42.2599,25.0230
113.3647,61.3480,8.3698,43.1657,25.5451
114.9711,61.1779,8.3362,43.8465,25.3953
115.4050,61.3076,8.3155,43.9044,25.5449
116.5634,60.8813,8.3402,44.3155,25.9088
117.6510,61.1737,8.2915,44.3611,26.3894
118.0934,60.9662,8.3028,44.5768,25.9601
118.7602,61.2476,8.2842,45.0656,26.4128
90.1410,61.2864,8.2732,34.9885,21.1865
91.0381,60.9921,8.2542,34.7697,21.1394
91.9635,61.0800,8.2490,35.1491,
92.4940,61.0613,8.2616,35.2730,21.6722
93.2494,60.7779,8.2187,35.7243,21.5266
94.3910,60.7823,8.2378,36.4054,21.8193
95.1485,61.1072,8.2209,36.5143,22.1226
96.1754,60.9452,8.2207,36.7216,22.0365
96.8360,60.8866,8.2075,37.0336,22.6570
98.2950,61.1085,8.2083,37.4413,22.4324
98.8564,61.0918,8.2112,37.0815,22.8184
99.7705,60.8854,8.2206,38.3777,23.1401
100.9024,60.6660,8.1970,38.8054,23.4283
101.8408,60.9358,8.1813,39.1601,
102.3382,60.4994,8.1853,38.3177,23.2953
103.2695,60.8835,8.2129,39.3868,23.2993
104.0298,60.6159,8.1940,39.2861,23.8252
105.4597,60.6203,8.2282,39.4858,24.2313
106.0915,60.9200,8.2237,39.8408,23.6559
106.8691,60.3890,8.2148,40.8767,24.3783
108.0751,60.3166,8.2394,41.1702,24.7663
109.0982,60.6451,8.2503,41.7519,24.6565
109.6866,60.8170,8.2722,41.4429,25.0229
110.4422,60.5010,8.2775,42.0154,24.6634
111.4537,60.7119,8.2600,42.1997,
112.6756,60.3972,8.2877,42.9302,25.5766
113.6639,60.4444,8.3019,42.9737,25.1797
114.4631,60.4301,8.3276,42.4971,25.9256
115.2740,60.1854,8.3219,43.9433,25.9695
115.9595,60.4886,8.3431,44.0361,26.1437
117.3848,60.6216,8.3482,43.6732,26.0393
118.1510,60.5284,8.3397,44.5330,25.9086
118.5311,60.3360,8.3738,44.0133,26.2542
119.8231,60.3860,8.3601,44.6467,26.7100
90.2928,60.1830,8.3762,34.0465,21.2284
91.3861,60.4660,8.3690,35.5016,
92.4249,60.0356,8.4024,35.5686,21.5845
93.2422,60.1367,8.3852,36.0261,21.5826
94.4593,60.1532,8.3940,36.5946,22.4275
94.7184,60.0332,8.3837,36.1190,22.2093
96.0359,60.4298,8.3836,36.2774,21.9497
96.9380,60.1677,8.4088,36.8726,22.4790
97.4898,59.8960,8.4125,36.8514,22.8255
99.0324,60.2156,8.3937,38.2178,23.2341
99.9573,59.9048,8.3883,37.3900,22.7845
100.7539,60.2433,8.3705,38.8052,23.4161
101.3290,60.1561,8.3892,38.3696,
102.4888,60.2094,8.3846,39.3371,23.7244
103.0778,60.0161,8.3609,38.6807,23.3967
104.2751,60.1465,8.3467,39.5127,23.8054
105.1226,60.0559,8.3612,40.3665,24.2258
105.7174,59.9463,8.3312,40.5448,23.7773
107.1403,59.8055,8.3100,39.9121,24.4034
107.3194,59.8154,8.2990,39.9861,24.6608
108.4661,59.9193,8.2929,40.5176,24.7648
109.1155,59.9382,8.3057,41.5487,24.9008
110.5513,60.0928,8.2885,41.5687,24.8496
111.1382,60.1102,8.2791,41.3980,
112.4791,59.6120,8.2691,42.3432,24.9606
113.4788,60.0132,8.2607,43.0272,25.4785
114.1781,59.8878,8.2272,43.4992,25.1238
114.9681,59.9583,8.2193,42.8045,25.6153
115.7138,59.6665,8.2392,43.1525,25.4785
116.4567,60.0167,8.2305,44.2510,25.9200
117.2838,59.9899,8.2155,44.0302,26.1913
118.2788,59.9515,8.2043,44.1516,26.4051
119.1505,59.6820,8.2127,44.8945,26.3675
90.4886,59.4278,8.1976,34.9532,21.5757
90.8844,59.8150,8.2016,35.0701,
92.1590,59.7404,8.2161,35.7412,21.4946
92.8997,59.8846,8.2188,35.0879,21.6586
93.8745,59.2918,8.1959,36.3076,21.8093
94.8637,59.8329,8.2081,36.6123,21.6846
96.0641,59.6826,8.2090,36.7102,22.1660
96.3835,59.7643,8.2132,36.3853,22.1985
97.1236,59.3494,8.2074,36.4288,22.3341
98.6103,59.6370,8.2486,37.5850,22.3177
99.2499,59.6528,8.2458,37.4366,22.8411
100.3247,59.3144,8.2389,38.1279,22.6821
101.4689,59.5418,8.2664,38.3083,
102.1168,59.4335,8.2662,38.5074,23.5607
102.9602,59.3075,8.2973,38.9323,23.5611
103.8836,59.3772,8.2828,38.9655,23.9392
105.0256,59.6185,8.3104,39.2960,23.5324
105.7659,59.4120,8.3231,39.6870,24.3470
106.2302,59.0694,8.3205,40.0410,24.1611
107.4290,59.0701,8.3478,40.5401,24.4069
108.6462,59.3881,8.3552,40.9670,24.3409
109.5888,59.0467,8.3429,40.7832,24.7138
110.1591,59.2074,8.3712,41.8550,24.7182
111.0971,58.9360,8.3839,42.0949,
112.0339,59.3179,8.3962,41.6821,25.5257
113.0744,58.9550,8.3850,42.2679,25.2250
113.4095,59.2069,8.3712,43.1233,25.4172
114.4595,58.8578,8.3861,42.5071,25.4840
115.7584,58.9668,8.3959,43.1551,26.2690
116.0761,58.9800,8.4124,43.4814,25.8996
117.6589,58.9041,8.3818,43.7569,25.8703
118.2942,58.8024,8.3875,44.5521,26.2040
118.7657,59.1267,8.3811,44.5894,26.1562
