pressure_kpa;humidity_pct;airflow_cmh;target;energy_index
110.4643;59.0459;8.3566;42.1655;24.6095
110.8962;59.0440;8.3712;42.2638;
112.2560;59.0096;8.3822;42.2597;24.9441
112.9034;58.9431;8.3954;42.0176;25.1922
113.8999;59.4110;8.4033;42.6937;25.6569
114.2201;58.8395;8.3900;42.6293;25.2790
115.4375;58.9136;8.3935;43.8087;25.6785
116.4268;58.9457;8.3970;43.5526;25.8080
117.1876;58.9250;8.4195;43.3852;25.7818
118.5031;58.8756;8.3923;44.7994;25.9685
118.7000;59.1789;8.3975;44.9273;26.6735
