pressure_kpa,humidity_pct,airflow_cmh,target
65.5904,24.4127,7.1281,34.7780
65.0616,24.0826,7.1031,35.5634
64.5567,23.7572,7.0778,35.3073
64.0763,23.4365,7.0524,34.6932
63.6208,23.1206,7.0268,34.3488
63.1906,22.8095,7.0010,34.6553
62.7862,22.5035,6.9751,34.2508
62.4079,22.2024,6.9490,34.1088
62.0562,21.9066,6.9227,34.1100
61.7313,21.6159,6.8963,34.0924
61.4336,21.3306,6.8698,33.9413
61.1633,21.0506,6.8431,33.5215
60.9207,20.7761,6.8162,33.8572
60.7061,20.5072,6.7892,33.5562
60.5196,20.2440,6.7621,33.1353
60.3615,19.9864,6.7348,33.0102
60.2318,19.7346,6.7074,33.3073
60.1307,19.4887,6.6798,33.1580
60.0584,19.2487,6.6521,33.1223
60.0148,19.0147,6.6243,33.1200
60.0000,18.7867,6.5963,32.7449
60.0141,18.5649,6.5682,32.5634
60.0569,18.3493,6.5400,32.5579
60.1286,18.1399,6.5116,32.6506
60.2289,17.9369,6.4832,33.0375
60.3579,17.7402,6.4546,32.8072
60.5153,17.5500,6.4259,33.1957
60.7011,17.3662,6.3970,33.6994
60.9150,17.1890,6.3681,33.7679
61.1568,17.0184,6.3390,33.1476
61.4264,16.8545,6.3099,33.8780
61.7235,16.6972,6.2806,33.5893
62.0477,16.5466,6.2513,33.3158
62.3988,16.4029,6.2218,33.6177
62.7764,16.2659,6.1922,34.0948
63.1801,16.1358,6.1626,34.3770
63.6097,16.0126,6.1328,34.2371
64.0645,15.8964,6.1030,34.3542
64.5443,15.7871,6.0730,34.5895
65.0486,15.6848,6.0430,34.9912
65.5769,15.5895,6.0129,35.4191
66.1286,15.5013,5.9827,35.5702
66.7032,15.4201,5.9524,35.0290
67.3003,15.3461,5.9221,35.8951
67.9191,15.2792,5.8916,35.2930
68.5592,15.2194,5.8611,36.3484
69.2199,15.1668,5.8306,35.9223
69.9005,15.1214,5.7999,36.4486
70.6005,15.0832,5.7692,36.9172
71.3191,15.0521,5.7385,36.5848
72.0556,15.0283,5.7077,37.5077
72.8094,15.0117,5.6768,37.9762
73.5797,15.0023,5.6459,37.6199
74.3658,15.0001,5.6149,38.5678
75.1669,15.0052,5.5838,38.2348
75.9823,15.0175,5.5528,38.1766
76.8111,15.0370,5.5216,39.3595
77.6526,15.0637,5.4905,39.0462
78.5060,15.0976,5.4592,39.4004
79.3704,15.1388,5.4280,39.7891
80.2451,15.1871,5.3967,40.4961
81.1291,15.2425,5.3654,40.1822
82.0216,15.3052,5.3341,40.5049
82.9218,15.3749,5.3027,40.7410
83.8288,15.4518,5.2713,41.0340
84.7417,15.5358,5.2399,41.4204
85.6597,15.6268,5.2085,41.8552
86.5819,15.7249,5.1770,42.7106
87.5073,15.8300,5.1455,42.2293
88.4352,15.9421,5.1141,42.6096
89.3645,16.0612,5.0826,43.2754
90.2944,16.1871,5.0511,43.4911
91.2241,16.3200,5.0196,44.3538
92.1526,16.4597,4.9881,44.1262
93.0790,16.6062,4.9566,44.8978
94.0025,16.7594,4.9251,44.4463
94.9221,16.9194,4.8936,45.4828
95.8370,17.0860,4.8621,45.2715
96.7462,17.2593,4.8306,46.0014
97.6490,17.4391,4.7992,45.7944
98.5445,17.6255,4.7677,46.1583
99.4317,17.8183,4.7363,46.6216
100.3099,18.0175,4.7049,46.9902
101.1782,18.2231,4.6735,47.3371
102.0357,18.4350,4.6422,47.5913
102.8816,18.6531,4.6109,47.5420
103.7152,18.8774,4.5796,47.9642
104.5356,19.1077,4.5483,48.1970
105.3420,19.3442,4.5171,48.8744
106.1337,19.5865,4.4859,48.6480
106.9099,19.8348,4.4548,49.3161
107.6699,20.0889,4.4237,49.0225
108.4128,20.3488,4.3927,49.5136
109.1381,20.6144,4.3617,49.9084
109.8449,20.8855,4.3307,49.8271
110.5327,21.1622,4.2998,49.9721
111.2008,21.4443,4.2690,50.3826
111.8485,21.7318,4.2382,50.2058
112.4752,22.0245,4.2075,50.6678
113.0803,22.3225,4.1769,50.2627
113.6633,22.6256,4.1463,50.4085
114.2235,22.9336,4.1158,50.6636
114.7604,23.2467,4.0853,50.5946
115.2735,23.5645,4.0550,51.3686
115.7623,23.8871,4.0247,50.9163
116.2264,24.2144,3.9944,51.5528
116.6653,24.5462,3.9643,51.0985
117.0786,24.8825,3.9343,51.3453
117.4658,25.2232,3.9043,51.7768
117.8266,25.5681,3.8744,51.9547
118.1607,25.9172,3.8447,51.2850
118.4678,26.2704,3.8150,51.4410
118.7475,26.6275,3.7854,51.7091
118.9995,26.9885,3.7559,51.7893
119.2237,27.3533,3.7265,51.5702
119.4199,27.7217,3.6972,51.8128
119.5877,28.0937,3.6680,51.5109
119.7271,28.4691,3.6389,51.6635
119.8380,28.8478,3.6100,51.0988
119.9201,29.2298,3.5811,50.8260
119.9736,29.6149,3.5524,50.7245
119.9982,30.0029,3.5238,50.8648
119.9940,30.3939,3.4953,51.2343
119.9610,30.7876,3.4669,50.9585
119.8992,31.1840,3.4386,50.8674
119.8086,31.5830,3.4105,50.3464
119.6894,31.9844,3.3825,50.3551
119.5417,32.3881,3.3546,50.4412
119.3656,32.7940,3.3269,49.9851
119.1613,33.2020,3.2993,49.5658
118.9289,33.6119,3.2718,49.3208
118.6688,34.0237,3.2445,49.3468
118.3811,34.4372,3.2173,49.1501
118.0661,34.8524,3.1903,48.2750
117.7242,35.2690,3.1634,48.0432
117.3556,35.6870,3.1367,48.0139
116.9608,36.1062,3.1101,48.0903
116.5400,36.5265,3.0837,47.6776
116.0937,36.9479,3.0574,47.4443
115.6224,37.3702,3.0312,47.2245
115.1264,37.7932,3.0053,46.5954
114.6063,38.2168,2.9795,46.4361
114.0625,38.6409,2.9538,45.5821
113.4957,39.0655,2.9284,45.8140
112.9062,39.4903,2.9031,44.8011
112.2947,39.9153,2.8779,44.5085
111.6619,40.3403,2.8530,44.0603
111.0081,40.7652,2.8282,43.8041
110.3343,41.1898,2.8036,43.4109
109.6408,41.6142,2.7791,43.1307
108.9285,42.0380,2.7549,42.3686
108.1980,42.4613,2.7308,42.1544
107.4500,42.8838,2.7069,42.4086
106.6853,43.3056,2.6832,41.7699
105.9045,43.7263,2.6597,41.3793
105.1084,44.1460,2.6364,40.7259
104.2979,44.5645,2.6132,39.9609
103.4735,44.9817,2.5903,39.5096
102.6363,45.3974,2.5675,39.0085
101.7869,45.8116,2.5450,38.3553
100.9261,46.2241,2.5226,38.3113
100.0549,46.6348,2.5005,37.8806
99.1740,47.0436,2.4785,37.8662
98.2843,47.4503,2.4568,37.2389
97.3866,47.8549,2.4352,36.5556
96.4818,48.2573,2.4139,35.9484
95.5708,48.6572,2.3928,35.8387
94.6545,49.0546,2.3719,35.1357
93.7336,49.4494,2.3512,34.1390
92.8092,49.8415,2.3307,33.5601
91.8821,50.2308,2.3104,33.0803
90.9532,50.6171,2.2904,32.4924
90.0233,51.0003,2.2706,31.9939
89.0935,51.3803,2.2510,31.5503
88.1645,51.7571,2.2316,31.5425
87.2373,52.1304,2.2124,31.0008
86.3127,52.5003,2.1935,30.2082
85.3917,52.8665,2.1748,30.5393
84.4751,53.2290,2.1563,29.6422
83.5638,53.5877,2.1380,29.4961
82.6587,53.9425,2.1200,28.7855
81.7606,54.2932,2.1022,28.2266
80.8705,54.6398,2.0847,27.4135
79.9891,54.9822,2.0674,27.3498
79.1174,55.3202,2.0503,26.3901
78.2561,55.6539,2.0335,25.8144
77.4061,55.9830,2.0169,26.1066
76.5682,56.3074,2.0005,25.4940
75.7432,56.6272,1.9844,24.6391
74.9319,56.9421,1.9685,24.6960
74.1351,57.2522,1.9529,24.2085
73.3535,57.5573,1.9375,23.9255
