102.0482	63.2125	8.3479	38.4795	23.4971
102.6145	63.6650	8.3451	38.8347	nan
103.8819	63.1809	8.3468	39.4441	23.6093
104.6428	63.4978	8.3148	39.5305	24.0678
105.5492	63.2148	8.2908	39.7502	24.1755
106.2323	63.3512	8.3028	40.5102	24.4773
107.3077	63.0625	8.2955	40.2019	24.1963
107.9890	63.0003	8.2889	40.5467	24.7907
108.8824	63.5115	8.2615	41.6179	24.9362
109.8589	63.2311	8.2717	41.3872	24.8733
111.1426	63.3411	8.2511	42.3256	25.0048
112.0726	63.0925	8.2347	42.8869	25.0391
112.8465	63.0608	8.2129	43.0701	nan
113.9083	63.2709	8.2177	42.9391	25.3070
114.6776	63.4081	8.1984	43.1776	25.4419
115.3099	63.2237	8.2255	43.6633	25.4390
116.6229	62.8656	8.2213	44.1773	26.0720
117.5547	63.2580	8.1881	44.1975	25.8908
118.5029	63.3310	8.2009	44.1427	26.5091
119.4344	63.0689	8.2183	45.1318	26.0448
89.6031	63.0012	8.2128	34.8348	20.9586
91.1642	62.7283	8.1850	35.4457	21.3638
91.5668	63.1514	8.2186	34.6344	21.4110
92.4981	62.8602	8.2137	35.1911	nan
93.6895	63.0352	8.2334	35.8763	21.7926
94.8126	62.7050	8.2085	35.9234	22.2359
95.4509	62.9694	8.2366	36.2386	22.4918
96.3837	62.7361	8.2266	36.2835	22.3655
97.5212	62.7693	8.2490	37.3990	22.1527
98.2590	62.5281	8.2493	37.6937	22.3620
99.1579	62.5332	8.2810	37.5038	23.0792
99.7265	62.5668	8.2613	37.7029	23.0560
100.8713	62.6031	8.2894	38.0790	22.9713
101.8403	62.4828	8.3160	38.8603	22.9504
102.4156	62.8495	8.3067	38.4457	nan
103.1377	62.8726	8.3319	38.6645	23.9208
104.0068	62.4214	8.3291	39.0227	24.0356
105.3244	62.5380	8.3237	39.5037	23.6399
106.4638	62.6285	8.3603	40.4351	24.1862
107.3772	62.5467	8.3575	41.0022	24.5090
108.1119	62.5618	8.3663	40.5634	24.7907
108.5131	62.6597	8.3714	41.0870	24.1883
110.0499	62.6739	8.3999	41.6468	25.0144
111.0607	62.4019	8.4054	42.3433	24.8726
111.4845	62.4457	8.4121	42.3088	24.7514
112.1275	62.5488	8.4088	42.6687	nan
113.2709	62.5231	8.4083	42.4655	25.6685
114.5135	62.7000	8.3846	43.6660	25.7368
115.3008	62.3210	8.4135	43.5928	25.9193
116.2670	62.3816	8.4124	43.4015	25.6867
117.1185	62.2127	8.3900	44.6226	26.1625
117.9262	62.6303	8.3773	45.0049	25.8835
118.9213	62.4552	8.3687	44.3982	26.3848
119.5718	62.6133	8.3873	44.5169	26.5877
90.4920	62.4564	8.3754	34.2142	21.1846
91.7059	62.5007	8.3742	35.2693	21.6790
92.0850	61.9933	8.3578	35.1292	nan
92.9304	62.5511	8.3533	35.9937	22.0397
94.0325	62.4652	8.3556	36.1542	21.6436
94.7444	62.5043	8.3458	36.2481	22.1724
95.8720	62.1974	8.3030	36.8148	22.5400
97.2031	62.0738	8.2861	37.0678	22.4951
98.0270	62.0925	8.2732	36.9161	22.8142
98.8082	62.0674	8.2926	38.2764	22.5235
99.3613	62.2736	8.2521	38.0534	22.8132
100.7328	62.0070	8.2797	38.2376	23.1827
101.3667	62.0202	8.2420	38.8487	23.3184
102.4215	62.3417	8.2221	39.2228	nan
102.9912	61.8287	8.2429	38.9642	23.6353
103.9556	61.9130	8.2093	39.4856	23.9481
105.1153	62.2836	8.2108	40.2154	23.9005
105.9374	62.2661	8.2225	40.0102	23.8677
106.5103	61.7130	8.2080	40.9590	23.7907
108.0685	61.9078	8.2198	40.7172	24.2174
108.7799	61.8231	8.2208	40.9855	24.4055
109.7213	61.7661	8.1820	41.9888	24.5671
110.5151	61.6736	8.2002	41.2204	24.9660
111.1418	61.7583	8.2073	42.0813	25.0133
112.3747	61.7208	8.1920	42.5001	nan
112.7425	61.7745	8.2038	42.2745	24.8857
114.3476	62.0549	8.1983	42.7593	25.1105
114.5877	61.7545	8.2108	43.7189	25.4900
115.7284	61.6090	8.2317	44.0400	26.0164
116.6409	61.9095	8.2136	44.2941	26.1411
117.9051	61.4927	8.2484	44.4620	26.3125
118.3563	61.8760	8.2485	44.3999	26.1408
119.0496	61.5064	8.2469	44.8606	26.3940
90.4664	61.9288	8.2637	34.4737	21.1477
91.0503	61.5928	8.2995	35.3241	21.0267
91.7695	61.7346	8.2948	34.8974	nan
93.1528	61.7534	8.3042	35.5045	21.3509
93.7590	61.5238	8.3112	35.9066	21.8623
94.7989	61.7094	8.3262	36.3356	21.9192
95.6463	61.2594	8.3348	37.0423	22.1073
96.2788	61.3350	8.3382	37.1280	22.1227
97.7913	61.3931	8.3380	37.4239	22.8920
98.2699	61.5905	8.3794	38.0470	22.9708
99.6962	61.6651	8.3590	38.2840	22.9993
100.4079	61.7310	8.3617	38.0106	22.7955
101.2299	61.1954	8.3783	38.2361	23.2104
102.2718	61.1796	8.4052	38.4562	nan
102.9342	61.3980	8.4043	38.5996	23.7320
103.8090	61.2834	8.4137	39.0260	23.9048
104.7508	61.2838	8.4151	40.0143	23.8171
105.9912	61.2428	8.3927	40.7551	23.8584
106.7795	61.1460	8.4117	40.6585	23.9790
107.1099	60.9846	8.3863	40.6609	23.9852
108.4417	61.0309	8.3831	41.5761	24.6219
108.9046	60.9831	8.4014	40.5802	24.4213
110.4404	60.9398	8.4011	41.1034	24.9942
110.6523	61.4701	8.3689	42.1450	24.9179
111.6670	61.2427	8.3856	41.8983	nan
113.0426	61.1322	8.3477	42.8914	25.1144
113.6244	61.3876	8.3493	43.0026	25.5046
114.8143	61.0587	8.3528	43.4166	26.0675
115.7869	60.8168	8.3129	43.0084	26.2180
116.1533	61.2954	8.3083	43.7099	26.0696
117.3783	60.9132	8.3023	43.8634	25.8165
118.1364	61.1202	8.2801	44.8174	25.9053
119.0856	61.1242	8.2939	44.6659	26.6974
90.2969	60.8874	8.2797	34.3865	21.4146
90.8220	61.0801	8.2671	35.0405	21.2020
91.8203	60.8542	8.2465	34.8519	nan
92.7873	61.0264	8.2335	35.1843	21.2962
93.7032	60.8664	8.2503	36.0928	21.4389
94.5336	60.9903	8.2161	36.4997	21.9906
95.3427	61.1612	8.2149	36.8316	21.8104
95.9905	60.9296	8.2207	36.2008	22.2062
96.8481	61.0778	8.1923	36.5380	22.0470
98.2018	60.9672	8.2103	37.5830	22.7053
98.8952	60.9966	8.2152	37.2866	22.5534
100.1494	60.6408	8.1840	37.6013	23.2187
100.8620	60.6998	8.2006	37.9802	23.2052
101.9142	60.6482	8.2159	38.1546	nan
102.5779	60.5939	8.2145	38.4638	23.7672
103.8146	60.4251	8.2153	39.8899	23.3830
104.7051	60.5620	8.2067	40.0290	23.4818
105.5157	60.9129	8.1966	40.0139	23.6354
105.8560	60.8774	8.2208	40.4311	23.8643
106.9188	60.4420	8.2461	40.3057	23.9996
107.6277	60.5584	8.2515	41.2533	23.9520
109.2300	60.8529	8.2560	41.5081	24.7170
109.6194	60.2889	8.2408	41.1643	24.5799
110.8480	60.4026	8.2666	41.9398	24.6973
111.5127	60.4204	8.2599	42.4786	nan
112.3770	60.5512	8.2820	42.1503	25.4953
113.4576	60.2804	8.2865	43.0257	25.4253
114.5082	60.5667	8.2893	42.6985	25.4203
114.8133	60.7273	8.3194	42.9833	25.7583
116.3618	60.3695	8.3307	44.1999	26.2081
117.1216	60.5199	8.3561	44.3301	26.1360
118.0618	60.0809	8.3447	44.2162	26.1712
119.1501	60.3321	8.3601	44.3405	26.8192
119.8220	60.5202	8.3491	44.6387	26.2088
90.9817	60.1534	8.3803	35.0098	21.7713
91.7950	60.0369	8.3654	35.6793	nan
92.0578	60.0486	8.3710	34.7107	21.9279
93.2393	60.1423	8.4022	36.1911	21.6898
94.0014	60.0516	8.3961	36.4727	21.6523
95.3136	60.3717	8.4046	36.1260	21.9206
95.8194	60.3400	8.3995	36.2238	21.9447
96.8697	60.0046	8.3833	36.7466	22.2598
98.1193	60.1008	8.3977	37.7927	23.0160
99.0997	60.3249	8.3960	37.2496	22.8053
99.4812	60.2025	8.3827	37.3093	22.6670
100.6019	60.3020	8.3888	38.4832	22.8418
101.6775	59.8826	8.3674	38.2908	nan
102.0040	59.9345	8.3779	38.7123	23.2693
103.3449	59.7629	8.3562	39.6905	23.2801
104.2432	60.1081	8.3562	39.1154	24.1694
104.7529	60.0351	8.3456	39.5656	23.8726
106.0527	60.0216	8.3509	40.2403	24.1918
106.9427	60.0864	8.3225	40.3636	24.1630
107.4088	59.8945	8.3252	40.6414	24.5977
108.6435	59.7396	8.3138	41.2555	24.4218
109.8843	59.6881	8.3044	41.5184	24.7642
110.0873	59.9856	8.2967	41.5884	24.4020
111.3599	60.0207	8.2773	41.6219	nan
112.1747	59.8250	8.2754	41.7358	24.9444
113.3195	59.6704	8.2613	42.6661	25.6699
113.8305	59.5477	8.2469	42.5333	25.2096
115.0089	60.0734	8.2430	43.1650	25.9270
115.7331	60.0455	8.2148	43.5634	25.5684
117.0452	59.9790	8.2375	44.1883	26.3068
117.7646	59.7456	8.2060	43.6772	25.7442
118.5224	59.6346	8.2046	44.7598	26.2050
119.4253	59.6296	8.2063	45.2231	26.3507
90.1326	59.3774	8.1915	34.8776	21.3265
91.1135	59.6985	8.2043	34.6795	nan
91.8960	59.6030	8.1846	35.1816	21.5309
93.3357	59.3684	8.1987	36.0943	21.8239
93.8612	59.2846	8.2042	35.7161	21.9948
94.9186	59.7918	8.2111	36.1732	22.0430
95.7306	59.3667	8.2081	37.0562	22.4405
96.6380	59.4859	8.2204	36.6982	22.4124
97.3393	59.4723	8.2151	37.3346	22.1809
98.2497	59.6918	8.2432	36.8947	22.9715
99.0407	59.1610	8.2261	37.6836	23.0668
100.0538	59.4647	8.2393	38.2390	22.7550
100.7189	59.6060	8.2722	38.2888	nan
102.2442	59.2472	8.2768	38.5979	23.5393
102.6048	59.5528	8.2628	38.5898	23.2709
103.7883	59.5080	8.2737	39.2671	23.5061
104.5114	59.5445	8.3165	40.0289	24.1823
105.2735	59.5609	8.2979	39.4736	23.9590
106.3169	59.4208	8.3340	40.1153	23.7764
107.2449	58.9946	8.3161	40.9418	23.8961
108.0428	59.2577	8.3329	40.7111	24.3983
108.8770	59.2530	8.3681	40.5804	24.8566
109.9158	59.3607	8.3457	41.2960	25.0277
111.3799	59.1511	8.3753	41.4055	nan
111.7282	59.4520	8.3933	42.0942	25.1456
112.9382	59.0797	8.3988	41.9878	25.6234
113.7156	59.3180	8.3710	42.9154	25.6254
114.5918	59.3226	8.4141	42.6196	25.9058
115.4201	59.3739	8.3844	43.1077	26.0728
116.6592	59.1491	8.3918	43.5745	26.0085
116.9112	58.9218	8.3947	44.4512	25.7376
118.5621	59.3264	8.3974	44.6435	26.2735
119.1847	58.7706	8.3938	44.4789	26.2391
89.8803	58.9108	8.3898	34.0720	21.0085
91.2015	58.9951	8.3757	34.3230	nan
92.0289	58.7495	8.3845	34.8247	21.7375
92.4506	59.0626	8.3630	35.2267	22.0132
93.7354	59.1363	8.3726	35.5989	21.6928
94.7615	58.8226	8.3815	35.8322	21.9523
95.2443	58.9566	8.3463	36.2929	22.4314
96.5386	58.7951	8.3343	37.2011	22.0006
96.9697	58.6878	8.3194	37.4060	22.5846
98.1365	59.0208	8.3304	37.5542	22.4726
98.9663	58.6496	8.3146	37.8437	22.5995
99.6097	58.4922	8.2846	37.7075	22.5496
100.5376	58.7359	8.3031	38.2033	nan
102.0104	58.4421	8.2964	38.9670	23.0950
102.9652	58.5533	8.2482	38.8453	23.8306
103.8944	58.6321	8.2473	38.7752	23.5413
104.6498	58.6279	8.2527	39.1384	23.8812
105.6121	58.6848	8.2403	40.4273	23.7067
106.0376	58.7157	8.2292	39.5974	23.6368
107.2366	58.7501	8.2045	40.1923	24.5243
