observed_at,ambient_c,wind_kph,target,dew_point_c
2025-03-01T13:00:00Z,8.068,3.818,6.981,2.821
2025-03-01T13:15:00Z,8.248,3.877,6.875,3.447
2025-03-01T13:30:00Z,8.176,3.677,6.784,3.436
2025-03-01T13:45:00Z,8.044,3.836,6.863,3.184
2025-03-01T14:00:00Z,8.098,3.817,6.801,3.002
2025-03-01T14:15:00Z,8.047,4.025,6.849,3.310
2025-03-01T14:30:00Z,8.069,4.374,6.747,3.268
2025-03-01T14:45:00Z,8.081,4.054,6.823,
2025-03-01T15:00:00Z,8.401,4.243,7.180,3.605
2025-03-01T15:15:00Z,8.338,4.528,7.314,3.098
2025-03-01T15:30:00Z,8.126,4.070,6.993,2.892
2025-03-01T15:45:00Z,8.646,4.172,7.390,3.746
2025-03-01T16:00:00Z,8.840,4.163,7.388,3.932
2025-03-01T16:15:00Z,8.747,4.386,7.286,3.816
2025-03-01T16:30:00Z,8.940,4.338,7.748,4.083
2025-03-01T16:45:00Z,9.388,4.477,8.072,4.661
2025-03-01T17:00:00Z,9.617,4.828,8.370,4.601
2025-03-01T17:15:00Z,9.972,5.038,8.338,4.917
2025-03-01T17:30:00Z,10.239,5.098,8.709,
2025-03-01T17:45:00Z,10.344,4.991,8.590,5.499
2025-03-01T18:00:00Z,10.805,5.019,9.130,5.524
2025-03-01T18:15:00Z,10.949,5.581,9.239,5.886
2025-03-01T18:30:00Z,11.551,5.342,9.901,6.574
2025-03-01T18:45:00Z,12.008,5.148,9.981,7.212
2025-03-01T19:00:00Z,12.244,5.548,10.255,7.110
2025-03-01T19:15:00Z,12.638,5.876,10.846,7.857
2025-03-01T19:30:00Z,12.620,6.096,10.594,7.494
2025-03-01T19:45:00Z,13.402,6.060,11.436,8.246
2025-03-01T20:00:00Z,13.638,6.334,11.363,8.829
2025-03-01T20:15:00Z,13.875,5.963,11.832,
2025-03-01T20:30:00Z,14.065,6.434,11.827,9.086
2025-03-01T20:45:00Z,14.180,6.364,12.132,9.342
2025-03-01T21:00:00Z,14.755,6.396,12.436,9.478
2025-03-01T21:15:00Z,14.582,6.465,12.230,9.467
2025-03-01T21:30:00Z,15.173,6.626,12.954,10.202
2025-03-01T21:45:00Z,15.547,7.118,13.344,10.570
2025-03-01T22:00:00Z,15.553,6.891,12.964,10.601
2025-03-01T22:15:00Z,15.454,7.092,13.069,10.492
2025-03-01T22:30:00Z,15.741,6.898,13.133,10.460
2025-03-01T22:45:00Z,15.859,7.187,13.426,10.603
2025-03-01T23:00:00Z,15.873,7.123,13.341,
2025-03-01T23:15:00Z,16.040,7.072,13.525,10.942
2025-03-01T23:30:00Z,16.099,7.060,13.396,11.052
2025-03-01T23:45:00Z,15.842,7.514,13.346,10.774
2025-03-02T00:00:00Z,15.800,7.597,13.400,10.637
2025-03-02T00:15:00Z,15.740,7.599,13.266,10.568
2025-03-02T00:30:00Z,15.795,7.618,13.217,10.687
2025-03-02T00:45:00Z,15.498,7.399,13.270,10.582
2025-03-02T01:00:00Z,15.602,7.558,13.380,10.703
2025-03-02T01:15:00Z,15.371,7.674,13.189,10.260
2025-03-02T01:30:00Z,15.135,8.304,12.928,10.235
2025-03-02T01:45:00Z,15.282,7.738,13.067,
2025-03-02T02:00:00Z,14.568,8.053,12.648,9.592
2025-03-02T02:15:00Z,14.726,8.011,12.434,9.663
2025-03-02T02:30:00Z,14.453,7.883,12.505,9.606
2025-03-02T02:45:00Z,13.952,7.780,11.960,8.978
2025-03-02T03:00:00Z,13.896,8.380,12.012,8.604
2025-03-02T03:15:00Z,13.613,8.018,11.700,8.393
2025-03-02T03:30:00Z,12.747,8.157,11.150,7.714
2025-03-02T03:45:00Z,12.881,7.803,11.186,7.938
2025-03-02T04:00:00Z,12.630,7.555,10.884,7.887
2025-03-02T04:15:00Z,11.968,7.877,10.375,6.838
2025-03-02T04:30:00Z,11.775,7.510,10.328,
2025-03-02T04:45:00Z,11.498,7.618,9.779,6.671
2025-03-02T05:00:00Z,10.861,8.012,9.471,5.568
2025-03-02T05:15:00Z,10.746,7.611,9.329,5.593
2025-03-02T05:30:00Z,10.381,7.893,9.052,5.540
2025-03-02T05:45:00Z,10.396,7.129,9.158,5.657
2025-03-02T06:00:00Z,9.684,7.704,8.674,4.809
2025-03-02T06:15:00Z,9.731,7.265,8.413,4.779
2025-03-02T06:30:00Z,9.267,7.500,8.318,4.063
2025-03-02T06:45:00Z,9.139,7.382,8.072,4.087
2025-03-02T07:00:00Z,9.078,7.388,7.959,4.306
2025-03-02T07:15:00Z,8.833,6.732,7.728,
2025-03-02T07:30:00Z,8.369,6.650,7.477,3.330
2025-03-02T07:45:00Z,8.521,6.578,7.440,3.221
2025-03-02T08:00:00Z,8.152,6.748,7.126,3.358
2025-03-02T08:15:00Z,8.054,6.482,7.278,2.935
2025-03-02T08:30:00Z,7.914,6.344,6.928,2.788
2025-03-02T08:45:00Z,8.051,5.981,7.073,3.315
2025-03-02T09:00:00Z,8.087,6.122,6.908,3.029
2025-03-02T09:15:00Z,8.028,6.330,7.058,3.182
2025-03-02T09:30:00Z,7.937,5.826,6.790,2.791
2025-03-02T09:45:00Z,8.050,5.557,6.929,2.848
2025-03-02T10:00:00Z,8.048,5.558,7.103,
2025-03-02T10:15:00Z,8.475,5.786,7.237,3.670
2025-03-02T10:30:00Z,8.294,5.541,7.265,3.419
2025-03-02T10:45:00Z,8.559,5.683,7.451,3.391
2025-03-02T11:00:00Z,9.148,5.271,7.887,4.079
2025-03-02T11:15:00Z,9.332,4.893,7.833,4.189
2025-03-02T11:30:00Z,9.480,4.803,8.233,4.568
2025-03-02T11:45:00Z,9.812,5.066,8.525,4.849
2025-03-02T12:00:00Z,9.838,4.905,8.461,5.055
2025-03-02T12:15:00Z,9.979,4.629,8.443,5.137
2025-03-02T12:30:00Z,10.293,4.741,8.513,5.433
2025-03-02T12:45:00Z,10.707,4.926,8.962,
2025-03-02T13:00:00Z,11.359,4.850,9.581,6.314
2025-03-02T13:15:00Z,11.465,4.219,9.515,6.602
2025-03-02T13:30:00Z,11.630,3.984,9.840,6.797
2025-03-02T13:45:00Z,11.982,4.522,9.842,6.880
2025-03-02T14:00:00Z,12.427,4.167,10.423,7.263
2025-03-02T14:15:00Z,12.703,4.391,10.731,7.657
2025-03-02T14:30:00Z,13.119,3.827,10.698,8.112
2025-03-02T14:45:00Z,13.599,3.774,11.233,8.435
2025-03-02T15:00:00Z,13.436,3.847,11.242,8.604
2025-03-02T15:15:00Z,13.783,4.183,11.629,8.774
2025-03-02T15:30:00Z,14.080,4.325,11.711,
2025-03-02T15:45:00Z,14.621,4.297,12.160,9.684
2025-03-02T16:00:00Z,14.973,4.372,12.481,10.125
2025-03-02T16:15:00Z,15.041,4.284,12.356,10.201
2025-03-02T16:30:00Z,15.296,4.401,12.758,10.448
2025-03-02T16:45:00Z,15.166,3.829,12.609,10.162
2025-03-02T17:00:00Z,15.717,4.087,13.151,10.678
2025-03-02T17:15:00Z,15.641,4.043,12.726,10.402
2025-03-02T17:30:00Z,15.846,4.468,12.930,10.961
2025-03-02T17:45:00Z,15.780,3.966,13.213,10.727
2025-03-02T18:00:00Z,15.945,3.984,13.200,11.098
2025-03-02T18:15:00Z,16.142,4.447,13.241,
2025-03-02T18:30:00Z,16.148,4.405,13.459,10.941
2025-03-02T18:45:00Z,15.706,4.754,12.881,10.610
2025-03-02T19:00:00Z,15.903,4.548,13.346,10.972
2025-03-02T19:15:00Z,16.014,4.663,13.328,10.943
2025-03-02T19:30:00Z,15.481,4.632,12.719,10.385
2025-03-02T19:45:00Z,15.686,5.060,13.073,10.657
2025-03-02T20:00:00Z,15.191,4.736,12.782,9.978
2025-03-02T20:15:00Z,15.094,4.744,12.609,9.909
2025-03-02T20:30:00Z,15.355,5.104,12.607,10.577
2025-03-02T20:45:00Z,15.060,5.341,12.629,10.177
2025-03-02T21:00:00Z,14.448,5.137,11.927,
2025-03-02T21:15:00Z,14.378,5.388,11.900,9.452
2025-03-02T21:30:00Z,14.353,5.580,12.179,9.628
2025-03-02T21:45:00Z,13.999,5.655,11.618,8.767
2025-03-02T22:00:00Z,13.344,5.304,11.292,8.316
2025-03-02T22:15:00Z,12.886,5.571,10.993,8.185
2025-03-02T22:30:00Z,12.874,5.638,10.968,7.630
2025-03-02T22:45:00Z,12.531,6.202,10.636,7.364
2025-03-02T23:00:00Z,12.413,5.926,10.640,7.212
2025-03-02T23:15:00Z,11.905,6.254,10.168,6.970
2025-03-02T23:30:00Z,11.493,6.060,9.944,6.671
2025-03-02T23:45:00Z,10.918,6.811,9.302,
2025-03-03T00:00:00Z,10.857,6.333,9.184,6.087
2025-03-03T00:15:00Z,10.761,7.045,9.161,5.556
2025-03-03T00:30:00Z,10.325,6.572,8.765,5.340
2025-03-03T00:45:00Z,10.148,6.849,8.922,5.036
2025-03-03T01:00:00Z,9.815,7.385,8.671,4.965
2025-03-03T01:15:00Z,9.451,7.433,8.446,4.413
2025-03-03T01:30:00Z,9.025,6.872,8.057,4.243
2025-03-03T01:45:00Z,8.958,7.343,8.046,3.925
