observed_at,ambient_c,wind_kph,target
2025-03-01T13:15:00Z,8.365,4.351,7.309
2025-03-01T13:30:00Z,8.344,3.666,6.879
2025-03-01T13:45:00Z,7.807,3.761,6.513
2025-03-01T14:00:00Z,8.105,4.173,6.810
2025-03-01T14:15:00Z,8.137,4.228,6.885
2025-03-01T14:30:00Z,8.293,3.961,6.856
2025-03-01T14:45:00Z,7.916,4.222,6.641
2025-03-01T15:00:00Z,8.407,3.813,6.967
2025-03-01T15:15:00Z,8.020,4.147,6.871
2025-03-01T15:30:00Z,8.237,3.898,6.859
2025-03-01T15:45:00Z,8.619,4.392,7.320
2025-03-01T16:00:00Z,8.638,4.075,7.389
2025-03-01T16:15:00Z,8.756,4.618,7.623
2025-03-01T16:30:00Z,8.955,4.464,7.732
2025-03-01T16:45:00Z,9.137,4.654,7.693
2025-03-01T17:00:00Z,9.922,4.427,8.235
2025-03-01T17:15:00Z,9.868,4.924,8.579
2025-03-01T17:30:00Z,10.173,4.867,8.810
2025-03-01T17:45:00Z,10.598,4.977,9.038
2025-03-01T18:00:00Z,10.785,4.829,9.273
2025-03-01T18:15:00Z,11.122,5.164,9.460
2025-03-01T18:30:00Z,11.525,5.379,9.922
2025-03-01T18:45:00Z,11.801,5.410,10.031
2025-03-01T19:00:00Z,11.966,5.321,9.929
2025-03-01T19:15:00Z,12.387,5.375,10.463
2025-03-01T19:30:00Z,13.090,5.885,11.221
2025-03-01T19:45:00Z,13.007,5.778,11.098
2025-03-01T20:00:00Z,13.649,5.963,11.544
2025-03-01T20:15:00Z,13.661,6.104,11.629
2025-03-01T20:30:00Z,13.932,6.063,11.735
2025-03-01T20:45:00Z,14.564,5.986,12.206
2025-03-01T21:00:00Z,14.768,6.287,12.455
2025-03-01T21:15:00Z,14.911,6.637,12.781
2025-03-01T21:30:00Z,15.135,6.809,12.835
2025-03-01T21:45:00Z,15.505,6.848,13.173
2025-03-01T22:00:00Z,15.563,6.507,13.254
2025-03-01T22:15:00Z,15.400,6.974,12.955
2025-03-01T22:30:00Z,15.718,7.116,13.294
2025-03-01T22:45:00Z,15.896,7.453,13.536
2025-03-01T23:00:00Z,16.050,6.911,13.687
2025-03-01T23:15:00Z,16.043,7.408,13.651
2025-03-01T23:30:00Z,16.122,7.725,13.768
2025-03-01T23:45:00Z,16.131,7.139,13.526
2025-03-02T00:00:00Z,15.960,7.240,13.517
2025-03-02T00:15:00Z,16.150,7.861,13.697
2025-03-02T00:30:00Z,15.945,7.684,13.574
2025-03-02T00:45:00Z,15.685,8.157,13.293
2025-03-02T01:00:00Z,15.610,8.069,13.494
2025-03-02T01:15:00Z,15.597,8.050,13.249
2025-03-02T01:30:00Z,15.268,8.247,12.853
2025-03-02T01:45:00Z,15.058,8.348,12.982
2025-03-02T02:00:00Z,14.624,7.638,12.550
2025-03-02T02:15:00Z,14.223,7.883,12.081
2025-03-02T02:30:00Z,14.150,7.932,12.188
2025-03-02T02:45:00Z,13.783,8.147,11.705
2025-03-02T03:00:00Z,13.594,8.129,11.818
2025-03-02T03:15:00Z,13.124,8.201,11.484
2025-03-02T03:30:00Z,12.928,7.857,11.097
2025-03-02T03:45:00Z,12.562,8.277,10.820
2025-03-02T04:00:00Z,12.407,7.512,10.493
2025-03-02T04:15:00Z,12.050,7.565,10.200
2025-03-02T04:30:00Z,11.968,8.210,10.231
2025-03-02T04:45:00Z,11.473,7.721,9.959
2025-03-02T05:00:00Z,10.815,7.846,9.250
2025-03-02T05:15:00Z,11.008,7.322,9.356
2025-03-02T05:30:00Z,10.466,7.333,9.288
2025-03-02T05:45:00Z,10.164,7.513,8.683
2025-03-02T06:00:00Z,9.984,7.577,8.833
2025-03-02T06:15:00Z,9.815,7.273,8.716
2025-03-02T06:30:00Z,9.234,6.968,8.230
2025-03-02T06:45:00Z,8.994,7.089,7.991
2025-03-02T07:00:00Z,8.666,6.978,7.494
2025-03-02T07:15:00Z,8.863,7.230,8.006
2025-03-02T07:30:00Z,8.204,6.851,7.173
2025-03-02T07:45:00Z,8.092,6.604,7.169
2025-03-02T08:00:00Z,8.020,6.917,6.988
2025-03-02T08:15:00Z,8.181,6.453,7.054
2025-03-02T08:30:00Z,8.124,6.378,7.009
2025-03-02T08:45:00Z,8.153,6.289,7.237
2025-03-02T09:00:00Z,7.766,5.980,6.688
2025-03-02T09:15:00Z,8.022,5.736,6.815
2025-03-02T09:30:00Z,7.940,6.070,6.761
2025-03-02T09:45:00Z,8.338,6.076,7.394
2025-03-02T10:00:00Z,8.135,5.780,7.148
2025-03-02T10:15:00Z,8.454,5.616,7.220
2025-03-02T10:30:00Z,8.334,5.593,7.179
2025-03-02T10:45:00Z,8.476,5.396,7.228
2025-03-02T11:00:00Z,8.627,5.115,7.311
2025-03-02T11:15:00Z,9.288,5.196,7.880
2025-03-02T11:30:00Z,9.566,4.715,8.064
2025-03-02T11:45:00Z,9.760,4.688,8.135
2025-03-02T12:00:00Z,9.569,4.517,7.920
2025-03-02T12:15:00Z,10.406,4.623,8.970
2025-03-02T12:30:00Z,10.424,4.847,8.933
2025-03-02T12:45:00Z,10.962,4.503,9.353
2025-03-02T13:00:00Z,11.118,4.763,9.570
2025-03-02T13:15:00Z,11.633,4.171,9.843
2025-03-02T13:30:00Z,12.018,4.409,10.201
2025-03-02T13:45:00Z,11.977,4.481,9.842
2025-03-02T14:00:00Z,12.623,3.972,10.494
2025-03-02T14:15:00Z,12.893,4.124,10.686
2025-03-02T14:30:00Z,13.273,4.493,10.971
2025-03-02T14:45:00Z,13.306,4.430,11.067
2025-03-02T15:00:00Z,13.851,3.707,11.457
2025-03-02T15:15:00Z,14.200,3.882,11.820
2025-03-02T15:30:00Z,14.314,3.845,11.723
2025-03-02T15:45:00Z,14.684,4.087,11.961
2025-03-02T16:00:00Z,14.818,3.867,12.152
2025-03-02T16:15:00Z,15.180,3.919,12.676
2025-03-02T16:30:00Z,15.467,4.087,12.968
2025-03-02T16:45:00Z,15.331,4.117,12.572
2025-03-02T17:00:00Z,15.708,4.368,12.978
2025-03-02T17:15:00Z,15.461,4.473,12.823
2025-03-02T17:30:00Z,15.805,4.514,13.290
2025-03-02T17:45:00Z,15.686,3.757,12.916
2025-03-02T18:00:00Z,15.712,4.388,12.934
2025-03-02T18:15:00Z,15.798,4.083,13.028
2025-03-02T18:30:00Z,15.887,4.681,13.347
2025-03-02T18:45:00Z,15.904,4.691,13.084
2025-03-02T19:00:00Z,15.874,4.439,13.037
2025-03-02T19:15:00Z,16.121,4.558,13.439
2025-03-02T19:30:00Z,15.556,4.954,13.013
2025-03-02T19:45:00Z,15.468,5.106,12.949
2025-03-02T20:00:00Z,15.695,4.765,13.211
2025-03-02T20:15:00Z,15.339,4.731,12.646
2025-03-02T20:30:00Z,15.219,4.681,12.690
2025-03-02T20:45:00Z,15.044,4.785,12.630
2025-03-02T21:00:00Z,14.636,5.201,12.229
2025-03-02T21:15:00Z,14.392,4.948,11.928
2025-03-02T21:30:00Z,13.895,5.200,11.768
2025-03-02T21:45:00Z,13.836,5.313,11.714
2025-03-02T22:00:00Z,13.761,5.576,11.751
2025-03-02T22:15:00Z,13.342,5.888,11.123
2025-03-02T22:30:00Z,12.579,5.932,10.495
2025-03-02T22:45:00Z,12.407,6.338,10.655
2025-03-02T23:00:00Z,12.136,6.175,10.131
2025-03-02T23:15:00Z,11.669,6.264,10.148
2025-03-02T23:30:00Z,11.331,6.269,9.728
2025-03-02T23:45:00Z,11.224,6.685,9.770
2025-03-03T00:00:00Z,11.023,6.935,9.537
2025-03-03T00:15:00Z,10.626,6.989,9.180
2025-03-03T00:30:00Z,10.044,6.676,8.658
2025-03-03T00:45:00Z,9.918,6.662,8.478
2025-03-03T01:00:00Z,9.911,6.666,8.408
2025-03-03T01:15:00Z,9.569,6.999,8.252
2025-03-03T01:30:00Z,8.950,7.263,8.081
2025-03-03T01:45:00Z,9.207,7.357,8.232
