pressure_kpa,humidity_pct,airflow_cmh,target
103.5447,64.2471,8.2001,38.9988
104.4547,64.0099,8.2446,40.2157
104.8142,63.8118,8.2433,39.7200
106.0675,64.2566,8.2484,39.9248
106.8362,64.1813,8.2318,40.4337
108.0085,63.6571,8.2595,41.1404
108.6508,64.1589,8.2609,41.5793
109.7616,63.6152,8.2723,41.8114
110.4776,64.1778,8.2814,41.7916
111.0079,64.1359,8.3196,42.2936
112.2866,63.9414,8.3152,42.8060
112.8065,63.5720,8.3356,42.7121
114.2154,63.6509,8.3344,43.6225
115.1242,63.7491,8.3437,43.0873
115.9398,63.9179,8.3473,44.1973
117.0898,63.5109,8.3817,44.5475
117.9605,63.7212,8.3557,43.9281
118.3847,63.5313,8.3768,45.1948
119.4140,63.6566,8.3971,45.2546
89.9342,63.4128,8.3923,34.4047
91.3498,63.4584,8.4127,35.0194
92.2845,63.5744,8.4056,34.9412
92.9628,63.6468,8.3827,35.7002
93.5122,63.5957,8.3924,35.7956
94.4598,63.3336,8.4046,36.4073
95.4833,63.4992,8.4044,36.7470
96.7723,63.7885,8.3844,36.9005
97.5033,63.2664,8.3946,37.2357
98.3177,63.6968,8.3760,37.9544
99.0978,63.3090,8.3780,38.2059
100.4305,63.6883,8.3846,38.8074
101.0837,63.3368,8.3439,38.6729
101.8569,63.6316,8.3456,38.8284
102.9569,63.5857,8.3283,38.7889
103.9744,63.2296,8.3208,39.3491
104.7753,63.1673,8.3283,40.1937
105.6989,63.3593,8.3009,40.6106
106.7624,63.1767,8.3160,40.6438
107.3800,63.1314,8.2674,40.7115
108.5141,63.4062,8.2679,41.2726
109.4861,63.0302,8.2495,41.6478
109.7728,63.3269,8.2674,41.7631
110.7145,63.4293,8.2390,41.4544
111.8037,62.9700,8.2351,41.8453
112.6004,63.2353,8.2110,42.4922
113.3827,63.1688,8.2171,43.2720
114.3480,62.9336,8.1990,43.3276
115.2898,63.1885,8.1952,44.0328
116.6485,63.2980,8.2164,43.7300
117.4940,62.7739,8.1961,44.3308
117.8693,62.8212,8.1963,43.9561
118.9062,63.2304,8.2058,44.8438
90.0698,62.7873,8.1956,35.0138
90.9145,62.8474,8.1843,34.9359
92.0231,62.9128,8.1935,35.1719
93.0674,63.0951,8.2250,36.2779
93.3002,63.0190,8.2039,36.0909
94.8621,62.6675,8.2139,35.8493
95.3938,63.0530,8.2297,36.8260
96.1925,62.7778,8.2304,37.0967
97.2227,62.6807,8.2277,37.6459
98.4853,62.6739,8.2364,37.0767
98.9464,62.8906,8.2861,37.3304
99.5852,62.6817,8.2599,37.4233
100.6306,62.7842,8.2742,38.5538
102.0140,62.4754,8.3113,38.9602
102.7610,62.8356,8.3117,38.7577
103.3379,62.6350,8.3363,39.3465
104.3475,62.6861,8.3343,39.8031
105.2500,62.6125,8.3603,39.7559
106.2819,62.4902,8.3561,39.7537
106.8380,62.4107,8.3779,40.1630
108.0362,62.4127,8.3721,41.2348
108.8949,62.3892,8.3665,41.3664
109.4018,62.5909,8.4004,41.6039
110.5745,62.5750,8.3770,42.3443
111.4462,62.4218,8.4024,42.0414
112.8305,62.5454,8.4121,42.1990
113.3187,62.6198,8.3872,42.6744
114.6198,62.6560,8.3807,43.2003
115.5621,62.5987,8.4113,43.9631
115.7431,62.6738,8.4144,43.8841
116.7859,62.5186,8.3793,43.7908
117.9691,62.5117,8.3868,44.9254
119.1302,62.3085,8.3720,44.2485
119.4938,62.5408,8.3912,44.6126
90.3287,62.5951,8.3912,34.4507
91.5473,62.0696,8.3552,35.1262
92.1724,62.0781,8.3600,35.0216
93.3968,61.9906,8.3574,35.4724
94.3808,62.0472,8.3201,35.7466
95.3733,62.1389,8.3435,36.3677
96.0328,61.9793,8.3307,36.7611
96.6641,62.4523,8.3220,37.2520
97.8772,62.3230,8.2927,37.8228
98.9233,62.0175,8.2963,37.1242
99.3489,62.4035,8.2675,37.9146
100.4442,62.3806,8.2657,38.6483
101.6892,62.0032,8.2324,38.6458
102.5556,61.8114,8.2508,39.2213
103.5231,62.0317,8.2367,38.8657
104.3545,62.3127,8.2390,39.6567
105.0589,61.7747,8.2156,39.2724
105.5730,62.0625,8.2282,39.7807
106.4786,62.0526,8.2126,40.8039
107.8665,61.7479,8.2035,40.6086
108.2036,61.8119,8.1994,40.8306
109.3909,61.6961,8.1987,41.1762
110.6144,61.9113,8.2082,41.6958
110.9115,62.0884,8.2072,41.9661
112.0062,61.9784,8.2148,42.0003
112.8037,61.9129,8.2091,42.5745
114.3487,62.0957,8.2104,42.6016
115.2353,61.4887,8.2335,43.2560
115.7456,61.8815,8.2343,43.0106
116.7089,61.8412,8.2295,44.5291
117.4204,61.5602,8.2549,43.6189
118.8051,61.6095,8.2572,44.4279
119.2595,61.6970,8.2548,44.8397
90.1448,61.4260,8.2644,34.4098
90.8949,61.4939,8.2972,34.4799
92.1948,61.5100,8.3063,35.7715
92.9869,61.7378,8.2911,35.9084
94.2684,61.8087,8.3053,35.7670
94.7050,61.4813,8.3152,36.6027
95.4148,61.2745,8.3383,35.9301
96.9042,61.4621,8.3287,37.0541
97.1706,61.7452,8.3364,37.4769
98.6266,61.4576,8.3848,37.5062
99.6359,61.5967,8.3613,38.4409
100.1258,61.2345,8.3965,38.0717
100.9513,61.6752,8.3951,38.7013
101.7763,61.3026,8.3716,38.6514
103.0314,61.1789,8.3865,39.2201
103.7119,61.3652,8.3861,39.5567
104.9333,61.5308,8.4146,40.3567
105.9611,61.3036,8.3992,40.5487
106.3848,61.4411,8.3993,39.7430
107.1284,61.0818,8.4095,41.0651
108.3398,61.4892,8.3765,41.2754
109.0874,61.4179,8.3831,40.8885
110.0831,61.3435,8.3927,41.2603
110.7147,60.9849,8.3761,42.3786
112.2181,61.2183,8.3753,42.3484
112.9394,61.3208,8.3501,42.1506
113.4530,61.3303,8.3449,43.3711
114.7849,60.9224,8.3421,43.4794
115.1398,60.8066,8.3340,43.9251
116.4119,61.0039,8.3102,43.4284
117.2900,61.1925,8.3045,44.3663
118.3555,61.2220,8.2793,44.3848
119.2785,61.1825,8.2812,44.2687
89.9310,61.1815,8.2910,34.3647
90.7862,61.1877,8.2476,34.2433
92.1192,61.0913,8.2528,35.7226
92.5648,60.8270,8.2555,36.0358
93.5457,61.1085,8.2415,36.2517
94.2181,61.1006,8.2108,35.5545
95.2313,60.7793,8.2170,36.3999
96.1039,61.1383,8.2180,36.1562
97.5854,60.7712,8.2149,37.5483
97.9691,60.6694,8.2228,37.7718
